Number,Peptide,Protein,Pmax,Kd,Rsquared,P value,MaxP,Points,Outlier 1,Outlier 2,Outlier 3,Run,Norm
Pep476,ErbB3-pY1054,PTPN11-N,99871.66,167134.4724,0.527551482,0.077947419,8.73,12,0,0,0,3,Baseline
Pep249,ErbB3-pY1132,PTPN11-N,96060.82,37243.51234,0.707823403,0.014809415,15.06,12,8.87,0,0,1,Baseline
Pep249,ErbB3-pY1132,PTPN11-N,3.05E-05,266.7851836,0.363793129,0.271415421,2.5,12,-18.11,0,0,2,Baseline
Pep249,ErbB3-pY1132,PTPN11-N,99870.66,125798.9821,0.621495561,0.030982793,7.97,12,0,0,0,3,Baseline
Peptide133,ErbB3-pY1132-18mer,PTPN11-N,175.81,68.69380905,0.880794853,0.000154679,21.02,12,0,0,0,3,Baseline
Pep250,ErbB3-pY1159,PTPN11-N,99999.6,10530.04662,0.985294449,5.28E-09,49.08,12,0,0,0,1,Baseline
Pep250,ErbB3-pY1159,PTPN11-N,5.76E-05,270.64573,0.180380699,0.618007141,6.185,12,-24.085,-23.665,0,2,Baseline
Pep250,ErbB3-pY1159,PTPN11-N,99999.34,19581.78382,0.989093201,1.19E-09,52.16,12,0,0,0,3,Baseline
Peptide250-1,ErbB3-pY1159,PTPN11-N,99798.95,23290.76838,0.974443218,3.85E-07,42.99,12,-35.42,0,0,6,Baseline
Pep212,ErbB3-pY1159-18mer,PTPN11-N,100000,21474.63916,0.877942846,0.000173224,23.68,12,0,0,0,1,Baseline
Pep212,ErbB3-pY1159-18mer,PTPN11-N,91163.11145,44243.55624,0.706519053,0.010210258,12.605,12,0,0,0,2,Baseline
Pep212,ErbB3-pY1159-18mer,PTPN11-N,97638.26,193130.9763,0.555876302,0.060566418,7.93,12,0,0,0,3,Baseline
Peptide212-1,ErbB3-pY1159-18mer,PTPN11-N,98912.32,241717.0191,0.642522969,0.02424616,7.16,12,0,0,0,6,Baseline
Pep409,ErbB3-pY1197,PTPN11-N,99999.94,50742.61728,0.848463696,0.000485147,13.88,12,0,0,0,1,Baseline
Pep409,ErbB3-pY1197,PTPN11-N,6.743166524,0.052648451,0.707481094,0.033010879,8.475,12,-26.655,18.145,-18.115,2,Baseline
Pep409,ErbB3-pY1197,PTPN11-N,0,204.4607346,-0.024147809,0.94061993,3.42,12,0,0,0,3,Baseline
Pep616,ErbB3-pY1199,PTPN11-N,0,104.0364491,-0.727394873,0.007340237,0.84,12,0,0,0,3,Baseline
Pep483,ErbB3-pY1222,PTPN11-N,25.37,3.445450229,0.852847821,0.000422169,15.73,12,0,0,0,1,Baseline
Pep483,ErbB3-pY1222,PTPN11-N,93736.64582,36245.81784,0.927505086,3.92E-05,13.085,12,-30.335,0,0,2,Baseline
Pep483,ErbB3-pY1222,PTPN11-N,98578.07,87778.5234,0.746292349,0.005307434,16.91,12,0,0,0,3,Baseline
Pep484,ErbB3-pY1224,PTPN11-N,164.02,2.547754831,0.995494062,1.45E-11,110.53,12,0,0,0,1,Baseline
Pep484,ErbB3-pY1224,PTPN11-N,220.1370502,6.154858873,0.993602058,7.77E-10,98.15,12,-27.98,0,0,2,Baseline
Pep484,ErbB3-pY1224,PTPN11-N,224.07,5.705089958,0.994677189,3.34E-11,140.89,12,0,0,0,3,Baseline
Pep485,ErbB3-pY1260,PTPN11-N,0,184.2802103,-0.318966926,0.312237252,6.12,12,0,0,0,1,Baseline
Pep485,ErbB3-pY1260,PTPN11-N,5.36E-10,103.4285654,-0.515067659,0.104937409,9.425,12,-15.805,0,0,2,Baseline
Pep485,ErbB3-pY1260,PTPN11-N,99943.44,153134.7791,0.416139067,0.178449745,10.02,12,0,0,0,3,Baseline
Pep495,ErbB3-pY1262,PTPN11-N,95152.51,63781.79726,0.743173356,0.008769396,9.33,12,-9.32,0,0,1,Baseline
Pep495,ErbB3-pY1262,PTPN11-N,89504.93653,127092.054,0.335580302,0.313023572,4.73,12,-24.57,0,0,2,Baseline
Pep495,ErbB3-pY1262,PTPN11-N,99998.9,94158.09466,0.521944519,0.081752154,15.41,12,0,0,0,3,Baseline
Pep505,ErbB3-pY1276,PTPN11-N,99999.84,85549.87764,0.696120891,0.011917024,9.11,12,0,0,0,1,Baseline
Pep505,ErbB3-pY1276,PTPN11-N,493.7962671,2707.553468,0.273646624,0.444244761,2.935,12,-29.865,-18.285,0,2,Baseline
Pep505,ErbB3-pY1276,PTPN11-N,98421.35,137096.7722,0.485823168,0.109314663,11.63,12,0,0,0,3,Baseline
Pep498,ErbB3-pY1289,PTPN11-N,5.98,0.189699903,0.550361963,0.063715549,10.73,12,0,0,0,1,Baseline
Pep498,ErbB3-pY1289,PTPN11-N,3.08E-10,103.7861828,-0.602303579,0.038219977,7.12,12,0,0,0,2,Baseline
Pep498,ErbB3-pY1289,PTPN11-N,3169.18,25675.29271,0.442626175,0.149599238,3.74,12,0,0,0,3,Baseline
Pep251,ErbB3-pY1307,PTPN11-N,99997.29,14595.1767,0.970351315,1.72E-07,36.57,12,0,0,0,1,Baseline
Pep251,ErbB3-pY1307,PTPN11-N,14.59394928,6.038575682,0.410281507,0.238937788,5.13,12,-21.82,-20.96,0,2,Baseline
Pep251,ErbB3-pY1307,PTPN11-N,99015.13,16686.33216,0.967150252,2.85E-07,60.6,12,0,0,0,3,Baseline
Pep506,ErbB3-pY1328,PTPN11-N,95995.76,167107.7658,0.290311347,0.35999697,6.49,12,0,0,0,1,Baseline
Pep506,ErbB3-pY1328,PTPN11-N,5.76E-11,103.8407272,-0.478537062,0.136486198,3.51,12,-23.95,0,0,2,Baseline
Pep506,ErbB3-pY1328,PTPN11-N,0,185.3215453,0.404954978,0.191603594,2.57,12,0,0,0,3,Baseline
Pep494,ErbB3-pY665,PTPN11-N,99833.4,11040.68756,0.992416025,1.95E-10,48.01,12,0,0,0,1,Baseline
Pep494,ErbB3-pY665,PTPN11-N,1.43E-10,274.8866927,-0.126706766,0.694761664,9.595,12,0,0,0,2,Baseline
Pep494,ErbB3-pY665,PTPN11-N,99986.84,12374.61767,0.984369239,7.16E-09,81.89,12,0,0,0,3,Baseline
Pep494,ErbB3-pY665,PTPN11-N,261.84,33.95437878,0.970046993,1.81E-07,57.38,12,0,0,0,3,TXN
Peptide494-1,ErbB3-pY665,PTPN11-N,217.92,19.66061516,0.994235538,4.96E-11,72,12,0,0,0,6,Baseline
Pep209,ErbB3-pY665-18mer,PTPN11-N,36.27,4.943207919,0.854676675,0.000397861,18.47,12,0,0,0,1,Baseline
Pep209,ErbB3-pY665-18mer,PTPN11-N,92679.80869,209685.1609,0.180878116,0.573725038,7.58,12,0,0,0,2,Baseline
Pep209,ErbB3-pY665-18mer,PTPN11-N,69431.18,380629.9451,0.271294175,0.393689991,10.92,12,0,0,0,3,Baseline
Pep534,ErbB3-pY680,PTPN11-N,183.34,45.94666074,0.890420895,0.000238023,18.77,12,11.09,0,0,1,Baseline
Pep534,ErbB3-pY680,PTPN11-N,5.24E-07,144.1950012,-0.432876043,0.183567162,4.73,12,-26.75,0,0,2,Baseline
Pep534,ErbB3-pY680,PTPN11-N,99823.86,58370.94147,0.86566586,0.000273769,19.88,12,0,0,0,3,Baseline
Pep163,ErbB3-pY680-18mer,PTPN11-N,99999.01,42152.51006,0.651954054,0.02159957,12.33,12,0,0,0,1,Baseline
Pep163,ErbB3-pY680-18mer,PTPN11-N,3.23E-10,89.93101044,-0.219086191,0.543097501,3.86,12,-23.52,-23.38,0,2,Baseline
Pep163,ErbB3-pY680-18mer,PTPN11-N,91910.34,345725.8295,0.393264844,0.205975381,9.76,12,0,0,0,3,Baseline
Pep257,ErbB3-pY789,PTPN11-N,189.2,2.650690483,0.998807348,1.90E-14,124.36,12,0,0,0,1,Baseline
Pep257,ErbB3-pY789,PTPN11-N,57044.62562,199109.095,0.093780324,0.810346938,6.6,12,45.64,21.14,17.32,2,Baseline
Pep257,ErbB3-pY789,PTPN11-N,160.3,2.152755775,0.99194066,2.19E-09,130.9,12,15.47,0,0,3,Baseline
Pep392,ErbB3-pY823,PTPN11-N,98.29,8.119161672,0.971778253,1.34E-07,37.1,12,0,0,0,1,Baseline
Pep392,ErbB3-pY823,PTPN11-N,8.10E-11,103.3199184,-0.58130269,0.060702878,7.905,12,-19.165,0,0,2,Baseline
Pep392,ErbB3-pY823,PTPN11-N,116.36,13.2166998,0.960897198,6.74E-07,51.54,12,0,0,0,3,Baseline
Pep393,ErbB3-pY824,PTPN11-N,136.47,6.117090993,0.997627267,5.90E-13,60.71,12,0,0,0,1,Baseline
Pep393,ErbB3-pY824,PTPN11-N,1.73E-08,135.4591261,-0.296967585,0.375176078,6.35,12,13.89,0,0,2,Baseline
Pep393,ErbB3-pY824,PTPN11-N,328.33,45.72573294,0.974991787,7.39E-08,58.58,12,0,0,0,3,Baseline
Pep461,ErbB3-pY868,PTPN11-N,321.14,4.415012591,0.999249323,3.81E-11,170.56,12,-0.27,-4.13,-9.39,1,Baseline
Pep461,ErbB3-pY868,PTPN11-N,259.835259,3.42166955,0.99780325,6.37E-12,154.07,12,-25.35,0,0,2,Baseline
Pep461,ErbB3-pY868,PTPN11-N,217.3,2.978589958,0.99827419,1.20E-13,171.47,12,0,0,0,3,Baseline
Pep535,ErbB3-pY912,PTPN11-N,122.92,6.081867783,0.978753781,3.29E-08,55,12,0,0,0,1,Baseline
Pep535,ErbB3-pY912,PTPN11-N,3.65E-12,104.4947697,-0.64963171,0.058263407,7.365,12,-21.425,12.435,11.895,2,Baseline
Pep535,ErbB3-pY912,PTPN11-N,191.64,15.29047736,0.977846146,4.05E-08,75.49,12,0,0,0,3,Baseline
Pep133,ErbB3-pY912-18mer,PTPN11-N,25.55,5.244450965,0.748601293,0.005091882,12.55,12,0,0,0,1,Baseline
Pep133,ErbB3-pY912-18mer,PTPN11-N,4.67E-09,104.3266073,-0.586042307,0.058134708,6.245,12,14.535,0,0,2,Baseline
Pep133,ErbB3-pY912-18mer,PTPN11-N,0,204.8863557,0.26132152,0.411975863,4.62,12,0,0,0,3,Baseline
Pep407,ErbB3-pY975,PTPN11-N,7.82,0.57318848,0.549514033,0.079935104,9.67,12,-9.54,0,0,1,Baseline
Pep407,ErbB3-pY975,PTPN11-N,9.52E-07,130.7909912,0.432203728,0.212249654,0.98,12,-29.52,-27.66,0,2,Baseline
Pep407,ErbB3-pY975,PTPN11-N,99792.33,127793.8392,0.70357322,0.010674006,9.4,12,0,0,0,3,Baseline
Pep253,ErbB4-pY1022,PTPN11-N,60575.55,177705.7189,0.214049462,0.527386143,4.54,12,-9.495,0,0,1,Baseline
Pep253,ErbB4-pY1022,PTPN11-N,1.34E-09,133.7343618,-0.610436895,0.046079998,7.51,12,-15.74,0,0,2,Baseline
Pep253,ErbB4-pY1022,PTPN11-N,17.15,6.672523433,0.414205113,0.180682783,10.39,12,0,0,0,3,Baseline
Pep542,ErbB4-pY1035,PTPN11-N,94952.41,44249.67474,0.676112755,0.015784295,13.23,12,0,0,0,1,Baseline
Pep542,ErbB4-pY1035,PTPN11-N,1.41E-10,305.0521721,-0.175828825,0.584643724,5.285,12,0,0,0,2,Baseline
Pep542,ErbB4-pY1035,PTPN11-N,6.65,0,0,1,10.66,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,PTPN11-N,98198.6,60254.7264,0.681149733,0.021017828,9.49,12,-7.975,0,0,1,Baseline
Pep227,ErbB4-pY1056,PTPN11-N,1.56E-11,184.1006451,-0.224787789,0.482426612,7.425,12,0,0,0,2,Baseline
Pep227,ErbB4-pY1056,PTPN11-N,5.27,0.053658852,0.380046713,0.222995556,11.46,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,PTPN11-N,9.21,0.034511658,0.660802684,0.026859134,14.17,12,24.475,0,0,3,Baseline
Pep207,ErbB4-pY1056-18mer,PTPN11-N,24.31,5.972149593,0.718166951,0.008522083,10.73,12,0,0,0,1,Baseline
Pep207,ErbB4-pY1056-18mer,PTPN11-N,4.219903543,0.045424832,0.375457915,0.229095662,8.165,12,0,0,0,2,Baseline
Pep537,ErbB4-pY1066,PTPN11-N,99985.79,16364.1077,0.967209092,1.17E-06,31.65,12,12.65,0,0,1,Baseline
Pep537,ErbB4-pY1066,PTPN11-N,13.56283208,1.192450864,0.433281339,0.210984174,8.99,12,-32.32,-14.93,0,2,Baseline
Pep537,ErbB4-pY1066,PTPN11-N,46.81,5.940159763,0.923492731,1.81E-05,28.83,12,0,0,0,3,Baseline
Pep143,ErbB4-pY1066-18mer,PTPN11-N,15.8,4.028863154,0.621277857,0.031058878,10,12,0,0,0,1,Baseline
Pep143,ErbB4-pY1066-18mer,PTPN11-N,3.17E-08,134.7217775,-0.480592993,0.113757826,9.93,12,0,0,0,2,Baseline
Pep143,ErbB4-pY1066-18mer,PTPN11-N,0,184.9943385,-0.004266039,0.989501798,6.88,12,0,0,0,3,Baseline
Pep254,ErbB4-pY1081,PTPN11-N,99919.09,19220.21904,0.861748077,0.00031392,29.06,12,0,0,0,1,Baseline
Pep254,ErbB4-pY1081,PTPN11-N,1.15E-10,103.0243212,-0.454926605,0.159750992,4.415,12,-23.705,0,0,2,Baseline
Pep254,ErbB4-pY1081,PTPN11-N,99913.14,23380.80854,0.903255227,0.000842677,46.62,12,18.95,-6.69,12.47,3,Baseline
Pep255,ErbB4-pY1128,PTPN11-N,22.07,0.619601053,0.894281759,0.000203713,19.94,12,10.56,0,0,1,Baseline
Pep255,ErbB4-pY1128,PTPN11-N,2027.826818,20546.63592,0.579508372,0.061694889,3.53,12,-14.82,0,0,2,Baseline
Pep255,ErbB4-pY1128,PTPN11-N,99133.49,71772.31376,0.500251419,0.097658976,18.56,12,0,0,0,3,Baseline
Peptide708,ErbB4-pY1128,PTPN11-N,99996.98,61732.11876,0.865200103,0.000278321,18.3,12,0,0,0,5,Baseline
Pep256,ErbB4-pY1150,PTPN11-N,99622.41,32515.19314,0.942809439,1.38E-05,18.77,12,-10.77,0,0,1,Baseline
Pep256,ErbB4-pY1150,PTPN11-N,1.61E-06,625.5834581,0.418027621,0.200753463,2.09,12,-27.18,0,0,2,Baseline
Pep256,ErbB4-pY1150,PTPN11-N,0,345.8728359,0.466870994,0.12597711,5.52,12,0,0,0,3,Baseline
Pep122,ErbB4-pY1150-18mer,PTPN11-N,96566.16,63780.06665,0.666408755,0.01796066,8.96,12,0,0,0,1,Baseline
Pep122,ErbB4-pY1150-18mer,PTPN11-N,5.26E-10,100.7930767,-0.644559161,0.03228004,8.73,12,-15.55,0,0,2,Baseline
Pep122,ErbB4-pY1150-18mer,PTPN11-N,7.33,0.000612232,0.069107688,0.83100863,11.87,12,0,0,0,3,Baseline
Pep477,ErbB4-pY1162,PTPN11-N,99659.96,75232.23475,0.842347534,0.000584915,7.44,12,0,0,0,1,Baseline
Pep477,ErbB4-pY1162,PTPN11-N,5.41E-06,129.7033058,-0.176344425,0.626020314,7.105,12,-29.035,-19.255,0,2,Baseline
Pep477,ErbB4-pY1162,PTPN11-N,2.24,0.311930272,0.34883359,0.266433414,4.54,12,0,0,0,3,Baseline
Pep486,ErbB4-pY1188,PTPN11-N,94571.41,63779.88734,0.459329475,0.133044113,10.26,12,0,0,0,1,Baseline
Pep486,ErbB4-pY1188,PTPN11-N,3.22E-06,70.83057098,-0.372750928,0.2887683,7.335,12,-31.355,-21.895,0,2,Baseline
Pep486,ErbB4-pY1188,PTPN11-N,77.34,32.18499999,0.726997387,0.007388453,18.79,12,0,0,0,3,Baseline
Pep538,ErbB4-pY1202,PTPN11-N,7.03,0.002433025,0.377030555,0.253029005,10.41,12,17.35,0,0,1,Baseline
Pep538,ErbB4-pY1202,PTPN11-N,3.17E-10,103.9630593,-0.311880076,0.380339817,0.885,12,-23.725,-13.175,0,2,Baseline
Pep538,ErbB4-pY1202,PTPN11-N,0,306.0839156,0.550624062,0.063563357,3.33,12,0,0,0,3,Baseline
Pep125,ErbB4-pY1202-18mer,PTPN11-N,99999.14,42120.01252,0.708909058,0.009845168,12.57,12,0,0,0,1,Baseline
Pep125,ErbB4-pY1202-18mer,PTPN11-N,0,596.5086007,-0.080852311,0.802751613,10.21,12,0,0,0,3,Baseline
Pep546,ErbB4-pY1208,PTPN11-N,13.68,0.634903005,0.863983096,0.000290492,12.09,12,0,0,0,1,Baseline
Pep546,ErbB4-pY1208,PTPN11-N,98445.53825,103792.6321,0.615872951,0.043650234,6.45,12,-22.4,0,0,2,Baseline
Pep546,ErbB4-pY1208,PTPN11-N,99999.86,93660.39044,0.789859626,0.011326418,10.66,12,-17.63,-16.07,-15.19,3,Baseline
Pep144,ErbB4-pY1208-18mer,PTPN11-N,11.71,0.108795017,0.819806859,0.001096108,16.19,12,0,0,0,1,Baseline
Pep144,ErbB4-pY1208-18mer,PTPN11-N,4613.332937,10287.0233,-0.042893119,0.906343739,5,12,-20.87,-15.8,0,2,Baseline
Pep144,ErbB4-pY1208-18mer,PTPN11-N,0,265.049179,0.439140409,0.153212712,1.91,12,0,0,0,3,Baseline
Peptide144-1,ErbB4-pY1208-18mer,PTPN11-N,99208.62,207108.3915,0.554552624,0.061312261,9.44,12,0,0,0,6,Baseline
Pep539,ErbB4-pY1221,PTPN11-N,97049.34,87799.85734,0.580545848,0.047795922,6.69,12,0,0,0,1,Baseline
Pep539,ErbB4-pY1221,PTPN11-N,0.007941092,1063.328363,-0.30026571,0.399253578,3.1,12,-17.69,-16.01,0,2,Baseline
Pep539,ErbB4-pY1221,PTPN11-N,99693.27,121084.9661,0.669656146,0.017209303,12.74,12,0,0,0,3,Baseline
Pep126,ErbB4-pY1221-18mer,PTPN11-N,3.1,0.022058077,0.463616293,0.128996201,8.81,12,0,0,0,1,Baseline
Pep126,ErbB4-pY1221-18mer,PTPN11-N,4.01E-09,134.4054098,-0.200176318,0.532766875,8.27,12,0,0,0,2,Baseline
Pep126,ErbB4-pY1221-18mer,PTPN11-N,95825.82,175132.7997,0.692395597,0.012577134,7.1,12,0,0,0,3,Baseline
Pep547,ErbB4-pY1242,PTPN11-N,99998.7,57980.31983,0.615961231,0.032958939,10.8,12,0,0,0,1,Baseline
Pep547,ErbB4-pY1242,PTPN11-N,8.98E-06,71.13771456,0.126811765,0.727017329,-0.935,12,-34.275,-26.825,0,2,Baseline
Pep547,ErbB4-pY1242,PTPN11-N,13102.13,260620.9466,0.327692731,0.298430774,6.97,12,0,0,0,3,Baseline
Pep127,ErbB4-pY1242-18mer,PTPN11-N,8.52,0.003128782,0.342872966,0.275245582,16.91,12,0,0,0,1,Baseline
Pep127,ErbB4-pY1242-18mer,PTPN11-N,4.235535667,0.012611682,0.495181047,0.121452098,9.07,12,-13.73,0,0,2,Baseline
Pep127,ErbB4-pY1242-18mer,PTPN11-N,0,294.0729839,-0.064621623,0.841852372,9.28,12,0,0,0,3,Baseline
Pep487,ErbB4-pY1258,PTPN11-N,99999.39,93349.26398,0.665609695,0.018149167,15.87,12,0,0,0,3,Baseline
Pep339,ErbB4-pY1262,PTPN11-N,214.27,11.92705907,0.977219673,4.65E-08,65.57,12,0,0,0,1,Baseline
Pep339,ErbB4-pY1262,PTPN11-N,4.00E-10,103.3931881,-0.607947423,0.047223221,4.68,12,-15.22,0,0,2,Baseline
Pep339,ErbB4-pY1262,PTPN11-N,100000,11596.16385,0.986708909,3.19E-09,88.55,12,0,0,0,3,Baseline
Pep129,ErbB4-pY1266-18mer,PTPN11-N,9.69,0.008814072,0.595143937,0.04120458,15.35,12,0,0,0,1,Baseline
Pep129,ErbB4-pY1266-18mer,PTPN11-N,4.88E-10,103.3900629,-0.540171435,0.086276244,2.815,12,-15.235,0,0,2,Baseline
Pep129,ErbB4-pY1266-18mer,PTPN11-N,0,104.3855002,-0.309531427,0.327556475,-0.01,12,0,0,0,3,Baseline
Pep548,ErbB4-pY1268,PTPN11-N,165.42,34.72655374,0.904300189,5.37E-05,20.9,12,0,0,0,1,Baseline
Pep548,ErbB4-pY1268,PTPN11-N,99875.21081,48957.46299,0.585333761,0.045557665,17.715,12,0,0,0,2,Baseline
Pep548,ErbB4-pY1268,PTPN11-N,99128.46,39470.93679,0.960174474,7.38E-07,27.61,12,0,0,0,3,Baseline
Pep130,ErbB4-pY1268-18mer,PTPN11-N,1.62E-07,1050.166129,-0.487144356,0.10821078,8.53,12,0,0,0,2,Baseline
Pep130,ErbB4-pY1268-18mer,PTPN11-N,508.48,20466.02282,0.5348849,0.073156122,5.06,12,0,0,0,3,Baseline
Pep497,ErbB4-pY1284,PTPN11-N,0,563.0811912,0.084620652,0.80462246,8.23,12,-9.425,0,0,1,Baseline
Pep497,ErbB4-pY1284,PTPN11-N,9.02E-10,104.5842878,-0.769723488,0.005595694,5.54,12,-21.7,0,0,2,Baseline
Pep497,ErbB4-pY1284,PTPN11-N,0,144.0835314,-0.310060061,0.326687555,5.87,12,0,0,0,3,Baseline
Peptide709,ErbB4-pY1301,PTPN11-N,71805.5,249736.1354,0.272196869,0.392055529,8.08,12,0,0,0,5,Baseline
Pep146,ErbB4-pY1301-18mer,PTPN11-N,40483.55,12896.14062,0.819112244,0.001116011,16.45,12,0,0,0,1,Baseline
Pep146,ErbB4-pY1301-18mer,PTPN11-N,1.59E-07,134.7313946,-0.532295258,0.074824331,8.9,12,0,0,0,2,Baseline
Pep146,ErbB4-pY1301-18mer,PTPN11-N,0,304.4787568,-0.027464529,0.93247944,3.18,12,0,0,0,3,Baseline
Pep617,ErbB4-pY664,PTPN11-N,181.55,15.10513701,0.991713908,3.03E-10,72.84,12,0,0,0,3,Baseline
Pep544,ErbB4-pY733,PTPN11-N,152.37,0.783680903,0.997613244,9.25E-12,128.89,12,107.85,0,0,1,Baseline
Pep544,ErbB4-pY733,PTPN11-N,182.6786167,1.813344733,0.995066243,2.42E-10,131.82,12,-6.59,0,0,2,Baseline
Pep544,ErbB4-pY733,PTPN11-N,191.45,2.144634817,0.996330668,6.39E-11,157.74,12,126.14,0,0,3,Baseline
Pep137,ErbB4-pY733-18mer,PTPN11-N,50.85,4.709658752,0.950643401,7.19E-06,27.98,12,16.005,0,0,1,Baseline
Pep137,ErbB4-pY733-18mer,PTPN11-N,710.652878,1339.960041,0.255799951,0.475636713,5.52,12,-17.04,-16.2,0,2,Baseline
Pep137,ErbB4-pY733-18mer,PTPN11-N,99825.62,40440.61352,0.879575985,0.000162404,29.41,12,0,0,0,3,Baseline
Pep197,ErbB4-pY807,PTPN11-N,99741.45,10620.40428,0.953579595,1.57E-06,48.45,12,0,0,0,1,Baseline
Pep197,ErbB4-pY807,PTPN11-N,2.93E-06,140.7083509,-0.707417562,0.014892508,9.74,11,-18.28,0,0,2,Baseline
Pep197,ErbB4-pY807,PTPN11-N,99997.36,30088.16815,0.935667543,2.32E-05,33.72,12,-15.78,0,0,3,Baseline
Pep182,ErbB4-pY833,PTPN11-N,72.36,6.145633994,0.941724747,4.80E-06,34.15,12,0,0,0,1,Baseline
Pep182,ErbB4-pY833,PTPN11-N,65828.23667,26246.35645,0.545018674,0.103263165,5.105,12,-32.635,-27.005,0,2,Baseline
Pep182,ErbB4-pY833,PTPN11-N,98460.82,37739.96086,0.929630708,1.21E-05,27.47,12,0,0,0,3,Baseline
Pep139,ErbB4-pY833-18mer,PTPN11-N,99255.77,52228.51055,0.941577301,4.86E-06,20.36,12,0,0,0,3,Baseline
Pep396,ErbB4-pY865,PTPN11-N,95984.84,95143.09421,0.805761799,0.004890208,6.54,12,-12.065,-9.005,0,1,Baseline
Pep396,ErbB4-pY865,PTPN11-N,15187.59673,12826.6747,0.506362255,0.135316467,4.53,12,-30.12,-27.96,0,2,Baseline
Pep396,ErbB4-pY865,PTPN11-N,0,184.1280605,-0.001755794,0.995679119,11.68,12,0,0,0,3,Baseline
Pep511,ErbB4-pY875,PTPN11-N,20.24,3.956673812,0.790573273,0.011200756,11.47,12,16.945,-8.175,9.885,1,Baseline
Pep511,ErbB4-pY875,PTPN11-N,6.19E-11,183.9195463,0.040227323,0.901216362,6.63,12,0,0,0,2,Baseline
Pep511,ErbB4-pY875,PTPN11-N,0,155.1645228,0.216991701,0.521586481,7.44,12,-20.16,0,0,3,Baseline
Pep95,ErbB4-pY875-18mer,PTPN11-N,90655.24,44248.29722,0.781263685,0.004520641,10.8,12,-8.86,0,0,1,Baseline
Pep95,ErbB4-pY875-18mer,PTPN11-N,8.39E-07,73.20897034,-0.745773019,0.008411463,1.68,12,-18.01,0,0,2,Baseline
Pep95,ErbB4-pY875-18mer,PTPN11-N,0,154.3480747,0.168155725,0.601389326,1.67,12,0,0,0,3,Baseline
Pep379,ErbB4-pY906,PTPN11-N,273.36,14.04495862,0.988168378,1.79E-09,72.3,12,0,0,0,1,Baseline
Pep379,ErbB4-pY906,PTPN11-N,1.23E-10,103.2247257,-0.742712386,0.008834005,5.41,12,-15.6,0,0,2,Baseline
Pep613,ErbB4-pY906,PTPN11-N,95.52,1.715404628,0.990375074,6.40E-10,81.75,12,0,0,0,3,TXN
Peptide613-1,ErbB4-pY906,PTPN11-N,0,143.5355581,0.006107604,0.986640115,12.85,12,73.57,46.06,0,6,Baseline
Pep98,ErbB4-pY984-18mer,PTPN11-N,4.83,0.0058816,0.118765554,0.727991323,10.81,12,-9.215,0,0,1,Baseline
Pep98,ErbB4-pY984-18mer,PTPN11-N,78.2148206,70.54574599,-0.054963656,0.88012957,7.4,12,-24.24,-19.44,0,2,Baseline
Pep98,ErbB4-pY984-18mer,PTPN11-N,86491,247144.0695,0.15380718,0.633177832,11.82,12,0,0,0,3,Baseline
Pep295,ErbB4-Y1056,PTPN11-N,99843.26,42714.04957,0.831950874,0.000790226,14.42,12,0,0,0,1,Baseline
Pep295,ErbB4-Y1056,PTPN11-N,4.41E-08,133.7504654,-0.155292379,0.648436715,-0.225,12,-22.725,0,0,2,Baseline
Pep295,ErbB4-Y1056,PTPN11-N,0,185.541097,0.404882043,0.191691283,2.43,12,0,0,0,3,Baseline
Pep468,ErbB1-pY1016,PTPN11-NC,351.44,44.2121439,0.974925972,7.48E-08,34.71,12,0,0,0,1,Baseline
Pep468,ErbB1-pY1016,PTPN11-NC,99984.07613,37499.75294,0.791249641,0.006402322,8.3,12,-28.88,-27.03,0,2,Baseline
Pep468,ErbB1-pY1016,PTPN11-NC,99999.81,23667.65735,0.946782496,3.29E-05,48.52,12,-16.425,-13.135,0,3,Baseline
Pep469,ErbB1-pY1069,PTPN11-NC,334.14,36.39668919,0.968888431,2.18E-07,41.22,12,0,0,0,1,Baseline
Pep469,ErbB1-pY1069,PTPN11-NC,99640.04936,19919.50251,0.878200753,0.000171479,24.805,12,0,0,0,2,Baseline
Pep469,ErbB1-pY1069,PTPN11-NC,286.76,23.55564446,0.983644543,3.07E-07,83.69,12,-15.88,-13.49,0,3,Baseline
Pep408,ErbB1-pY1092,PTPN11-NC,0,264.564292,0.291455016,0.358020821,2.1,12,0,0,0,1,Baseline
Pep408,ErbB1-pY1092,PTPN11-NC,1.45E-06,145.0063997,-0.150847948,0.639807542,3.785,12,0,0,0,2,Baseline
Pep408,ErbB1-pY1092,PTPN11-NC,0,144.4199565,-0.298822314,0.345429103,6.42,12,0,0,0,3,Baseline
Pep471,ErbB1-pY1110,PTPN11-NC,92116.71,44249.18015,0.732095148,0.006787795,12.57,12,0,0,0,1,Baseline
Pep471,ErbB1-pY1110,PTPN11-NC,7.561152734,7.22812993,0.555929379,0.060536644,4.205,12,0,0,0,2,Baseline
Pep471,ErbB1-pY1110,PTPN11-NC,330.32,232.9839254,0.855458072,0.000387813,12.41,12,0,0,0,3,Baseline
Pep615,ErbB1-pY1125,PTPN11-NC,0,204.3262583,-0.02879128,0.929224711,5.64,12,0,0,0,3,Baseline
Pep473,ErbB1-pY1138,PTPN11-NC,99999.73,77314.4754,0.609209189,0.035490327,9.77,12,0,0,0,1,Baseline
