21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.07,178.01,183.4,171.07,174.98,170.51,170.58,173.27,173.1,174.53,174.7,165.09,164,170.19,177.36,168.4,171.76,172.73,172.39,174.04,178.49,169.23,168.72,168.55,,Peptide448,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.285,7.225,12.615,0.285,4.195,-0.275,-0.205,2.485,2.315,3.745,3.915,-5.695,-6.785,-0.595,6.575,-2.385,0.975,1.945,1.605,3.255,7.705,-1.555,-2.065,-2.235
176.73,213.01,167.82,179.47,169.49,180.01,177.45,172.63,167.99,171.24,171.01,174.44,171.7,170.38,173.43,171.56,166.67,168.75,166.21,168.97,171.72,172.74,167.3,164.71,,Peptide448,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.945,42.225,-2.965,8.685,-1.295,9.225,6.665,1.845,-2.795,0.455,0.225,3.655,0.915,-0.405,2.645,0.775,-4.115,-2.035,-4.575,-1.815,0.935,1.955,-3.485,-6.075
216.62,176.9,188.07,172.91,175.71,170.73,177.25,170.67,174.39,175.55,176.07,168.27,175.74,170.84,166.37,164.47,175.85,170.07,172.69,173.5,171.91,175.39,173.27,170.72,,Peptide448,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,45.835,6.115,17.285,2.125,4.925,-0.055,6.465,-0.115,3.605,4.765,5.285,-2.515,4.955,0.055,-4.415,-6.315,5.065,-0.715,1.905,2.715,1.125,4.605,2.485,-0.065
275.58,188.44,248.19,183.87,221.95,176.09,203.59,179.75,183.24,173.98,175.66,175.18,177.14,175.92,172.72,171.26,167.17,177.71,174.93,166.63,174.8,173.88,166.07,164.72,,Peptide448,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,104.795,17.655,77.405,13.085,51.165,5.305,32.805,8.965,12.455,3.195,4.875,4.395,6.355,5.135,1.935,0.475,-3.615,6.925,4.145,-4.155,4.015,3.095,-4.715,-6.065
165.86,176.88,169.17,174.96,169.89,169.86,174.32,172.55,170.4,175.74,166.25,173.16,171.81,172.42,168.67,171.39,174.11,179.9,174.84,163.8,174.12,170.34,169.92,169.38,,Peptide448,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.925,6.095,-1.615,4.175,-0.895,-0.925,3.535,1.765,-0.385,4.955,-4.535,2.375,1.025,1.635,-2.115,0.605,3.325,9.115,4.055,-6.985,3.335,-0.445,-0.865,-1.405
191.31,218.29,182.44,180.37,177.13,187.65,177.98,180.85,175.22,177.97,170.09,172.98,174.78,174.09,171.28,173.01,179.34,174.62,174.71,174.12,175.86,172.59,179.92,163.97,,Peptide448,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,20.525,47.505,11.655,9.585,6.345,16.865,7.195,10.065,4.435,7.185,-0.695,2.195,3.995,3.305,0.495,2.225,8.555,3.835,3.925,3.335,5.075,1.805,9.135,-6.815
155.59,174.21,180.83,176.02,168.4,169.21,171.45,172.41,174.61,169.95,171.8,174.96,170.69,173.36,170.02,168.01,172.75,168.54,171.4,172.1,169.39,175.5,171.31,184.68,,Peptide448,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-15.195,3.425,10.045,5.235,-2.385,-1.575,0.665,1.625,3.825,-0.835,1.015,4.175,-0.095,2.575,-0.765,-2.775,1.965,-2.245,0.615,1.315,-1.395,4.715,0.525,13.895
200.87,194.3,188.76,179.3,180.15,179.35,181.67,184.23,178.48,172.12,182.04,181.07,175.82,175.47,183.46,174.26,180.21,174.63,173.3,174.92,186.79,189.63,179.5,180.48,,Peptide448,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.085,23.515,17.975,8.515,9.365,8.565,10.885,13.445,7.695,1.335,11.255,10.285,5.035,4.685,12.675,3.475,9.425,3.845,2.515,4.135,16.005,18.845,8.715,9.695
176.9,188.07,172.91,175.71,170.73,177.25,170.67,174.39,175.55,176.07,168.27,175.74,170.84,166.37,164.47,175.85,170.07,172.69,173.5,171.91,175.39,173.27,170.72,,,Peptide448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.23,178.96,185.11,185.54,182.32,179.75,177.78,180.16,184.57,180.8,178.51,180.04,178.97,181.17,180.04,176.17,181.3,181.44,180.59,182.07,177.31,177.49,177.21,181.15,,Peptide449,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,177.95,23.28,1.01,7.16,7.59,4.37,1.8,-0.17,2.21,6.62,2.85,0.56,2.09,1.02,3.22,2.09,-1.78,3.35,3.49,2.64,4.12,-0.64,-0.46,-0.74,3.2
187.2,198.33,183.27,184.02,183.37,176.79,179.35,193.23,182.77,184.86,179.55,187.86,182.88,181.1,182.81,183.28,182.84,180.54,179.62,181.65,182.03,181.35,184.4,175.8,,Peptide449,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.25,20.38,5.32,6.07,5.42,-1.16,1.4,15.28,4.82,6.91,1.6,9.91,4.93,3.15,4.86,5.33,4.89,2.59,1.67,3.7,4.08,3.4,6.45,-2.15
224.55,196.46,196.64,188.95,184.23,183.8,179.12,173.05,164.99,180.14,169.51,180.37,182.99,184.91,180.35,179.1,181,181.15,183.31,182.36,183.18,182.21,181.07,179.77,,Peptide449,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.6,18.51,18.69,11,6.28,5.85,1.17,-4.9,-12.96,2.19,-8.44,2.42,5.04,6.96,2.4,1.15,3.05,3.2,5.36,4.41,5.23,4.26,3.12,1.82
187.15,188.91,183.35,177.05,186.42,176.16,181.17,180.33,183.02,178.79,178.69,179.04,181.95,182.17,184.25,180.36,180.37,184.37,183.15,174.4,178.74,183.91,177.82,176.93,,Peptide449,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.2,10.96,5.4,-0.9,8.47,-1.79,3.22,2.38,5.07,0.84,0.74,1.09,4,4.22,6.3,2.41,2.42,6.42,5.2,-3.55,0.79,5.96,-0.13,-1.02
187.31,158.7,179.75,172.47,180.79,178.33,179.48,179.23,186.7,182.62,177.49,174.69,179.28,178.97,183.86,183.04,179.44,179.93,176.98,178.44,179.48,180.17,179.17,174.58,,Peptide449,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.36,-19.25,1.8,-5.48,2.84,0.38,1.53,1.28,8.75,4.67,-0.46,-3.26,1.33,1.02,5.91,5.09,1.49,1.98,-0.97,0.49,1.53,2.22,1.22,-3.37
192.3,191.61,190.13,186.3,180.17,190.48,186.45,184.48,185.92,186.77,181.65,179.69,183.45,180.12,181.06,177.61,177.15,178.16,182.25,174.67,180.52,173.35,179.7,173.55,,Peptide449,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.35,13.66,12.18,8.35,2.22,12.53,8.5,6.53,7.97,8.82,3.7,1.74,5.5,2.17,3.11,-0.34,-0.8,0.21,4.3,-3.28,2.57,-4.6,1.75,-4.4
188.34,173.07,181.49,177.72,178.79,179.85,180.08,180.64,178.64,172.67,184.28,176.68,173.85,175.14,172.26,168.88,182.84,179.62,177.01,171.71,177.87,180.76,179.66,180.97,,Peptide449,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.39,-4.88,3.54,-0.23,0.84,1.9,2.13,2.69,0.69,-5.28,6.33,-1.27,-4.1,-2.81,-5.69,-9.07,4.89,1.67,-0.94,-6.24,-0.08,2.81,1.71,3.02
183.78,206.38,178.55,191.94,185.37,192.74,181.22,182.22,181.55,183.35,179.83,181.65,180.4,182.01,171.69,178.98,182.78,178.65,179.92,182.15,176.43,179.96,180.87,175.84,,Peptide449,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.83,28.43,0.6,13.99,7.42,14.79,3.27,4.27,3.6,5.4,1.88,3.7,2.45,4.06,-6.26,1.03,4.83,0.7,1.97,4.2,-1.52,2.01,2.92,-2.11
194.61,177.99,183.16,175.73,172.96,176.53,178.06,178.16,178.22,175.89,176.95,171.7,174.33,180.6,180.37,179,185.06,178.38,177.25,172.3,183.42,174.71,181.66,180.67,,Peptide449,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.66,0.04,5.21,-2.22,-4.99,-1.42,0.11,0.21,0.27,-2.06,-1,-6.25,-3.62,2.65,2.42,1.05,7.11,0.43,-0.7,-5.65,5.47,-3.24,3.71,2.72
178.95,182.62,179.99,171.65,179.73,181.83,180.01,177.68,178.61,184.82,179.93,177.92,176.56,181.57,179.73,175.04,175.72,180.55,173.84,179.21,172.72,178.88,179.05,175.24,,Peptide449,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,4.67,2.04,-6.3,1.78,3.88,2.06,-0.27,0.66,6.87,1.98,-0.03,-1.39,3.62,1.78,-2.91,-2.23,2.6,-4.11,1.26,-5.23,0.93,1.1,-2.71
211.18,182.89,190.11,176.93,178.7,176.37,176.76,176.49,182.24,180.05,182.8,175.52,178.58,180.01,179.91,180.74,183.23,178.97,173.83,172.83,179.27,180.66,180.27,176.48,,Peptide449,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,33.23,4.94,12.16,-1.02,0.75,-1.58,-1.19,-1.46,4.29,2.1,4.85,-2.43,0.63,2.06,1.96,2.79,5.28,1.02,-4.12,-5.12,1.32,2.71,2.32,-1.47
194.27,174.84,183.9,181.95,183.54,183.71,179.83,179.65,182.97,179.28,181.29,175.73,179.83,176.53,183.03,179.68,180.37,179,175.48,178.68,175.35,179.14,178.37,169.58,,Peptide449,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.32,-3.11,5.95,4,5.59,5.76,1.88,1.7,5.02,1.33,3.34,-2.22,1.88,-1.42,5.08,1.73,2.42,1.05,-2.47,0.73,-2.6,1.19,0.42,-8.37
186.89,185.68,181.67,184.61,171.47,186.86,178.19,179.15,175.26,174.81,177.8,174.53,173.95,176.82,174.04,176.09,180.21,180.5,178.07,176.89,180.45,179.63,180.52,179.08,,Peptide449,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.94,7.73,3.72,6.66,-6.48,8.91,0.24,1.2,-2.69,-3.14,-0.15,-3.42,-4,-1.13,-3.91,-1.86,2.26,2.55,0.12,-1.06,2.5,1.68,2.57,1.13
191.69,190.97,190.6,184.09,181.81,177.44,182.88,192.54,179.18,183.3,179.34,179.02,180.13,180.72,182.28,177.98,176.9,187.84,179.83,180.06,180.39,177.54,182.96,177.89,,Peptide449,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.74,13.02,12.65,6.14,3.86,-0.51,4.93,14.59,1.23,5.35,1.39,1.07,2.18,2.77,4.33,0.03,-1.05,9.89,1.88,2.11,2.44,-0.41,5.01,-0.06
188.35,190.2,181.35,184.92,175.5,180.12,180.61,171.79,177.78,177.31,182.01,179.13,177.99,181.25,177.63,178.83,179.56,182.2,178.44,173.97,181.83,174.79,181.88,177.04,,Peptide449,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.4,12.25,3.4,6.97,-2.45,2.17,2.66,-6.16,-0.17,-0.64,4.06,1.18,0.04,3.3,-0.32,0.88,1.61,4.25,0.49,-3.98,3.88,-3.16,3.93,-0.91
187.72,198.31,187.44,190.52,188.97,189.47,186.02,188.85,193.58,187.67,177.5,188.46,188.15,187.15,177.32,184.1,184.64,180.63,181.15,181.23,181.45,180.24,178.95,180.5,,Peptide449,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.77,20.36,9.49,12.57,11.02,11.52,8.07,10.9,15.63,9.72,-0.45,10.51,10.2,9.2,-0.63,6.15,6.69,2.68,3.2,3.28,3.5,2.29,1,2.55
182.89,190.11,176.93,178.7,176.37,176.76,176.49,182.24,180.05,182.8,175.52,178.58,180.01,179.91,180.74,183.23,178.97,173.83,172.83,179.27,180.66,180.27,176.48,,,Peptide449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.48,280.01,226.33,244.13,209.76,216,203.77,201.1,191.91,198.26,187.28,185.06,190.42,186.91,184.82,185.07,195.61,185.65,185.2,189.02,194.8,186.96,186.61,186.12,,Peptide450,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,186.545,0,93.465,39.785,57.585,23.215,29.455,17.225,14.555,5.365,11.715,0.735,-1.485,3.875,0.365,-1.725,-1.475,9.065,-0.895,-1.345,2.475,8.255,0.415,0.065,-0.425
203.61,230.77,198.09,222.61,196.07,218.26,194.62,207.67,194.02,198.27,184.79,191.14,185.22,191.97,190.12,187.56,189.96,186.81,185.97,191.71,188.43,188.97,189.01,182.73,,Peptide450,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.065,44.225,11.545,36.065,9.525,31.715,8.075,21.125,7.475,11.725,-1.755,4.595,-1.325,5.425,3.575,1.015,3.415,0.265,-0.575,5.165,1.885,2.425,2.465,-3.815
226.49,309.37,201.38,273.8,191.21,244.32,189.93,219.5,181.18,206.12,186.16,193.21,184.38,191.48,187.26,192.61,191.64,188.22,185.24,183.63,190.09,186.44,186.33,184.82,,Peptide450,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,39.945,122.825,14.835,87.255,4.665,57.775,3.385,32.955,-5.365,19.575,-0.385,6.665,-2.165,4.935,0.715,6.065,5.095,1.675,-1.305,-2.915,3.545,-0.105,-0.215,-1.725
213.05,223.71,199.8,238.91,197.41,229.32,195.67,232.63,192.26,224.09,198.83,208.7,189.86,200.29,184.47,191.35,188.54,197.4,185.22,190.48,194.57,191.43,186.54,191.45,,Peptide450,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.505,37.165,13.255,52.365,10.865,42.775,9.125,46.085,5.715,37.545,12.285,22.155,3.315,13.745,-2.075,4.805,1.995,10.855,-1.325,3.935,8.025,4.885,-0.005,4.905
262.91,170.3,237.99,181.54,218.65,183.1,215.59,190.04,197.43,184.67,189.45,187.86,185.54,186.86,193.6,191.38,189.35,191.33,182.58,182.44,184.15,187.43,188.62,184.86,,Peptide450,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,76.365,-16.245,51.445,-5.005,32.105,-3.445,29.045,3.495,10.885,-1.875,2.905,1.315,-1.005,0.315,7.055,4.835,2.805,4.785,-3.965,-4.105,-2.395,0.885,2.075,-1.685
233.53,247.46,218.7,253.69,204.25,245.48,198.91,226.72,196.45,225.17,185.06,204.98,185.76,198.69,193.71,194.07,185.29,190.57,188.25,190.22,190.09,190.28,183.05,179.09,,Peptide450,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.985,60.915,32.155,67.145,17.705,58.935,12.365,40.175,9.905,38.625,-1.485,18.435,-0.785,12.145,7.165,7.525,-1.255,4.025,1.705,3.675,3.545,3.735,-3.495,-7.455
223.27,184.8,207.98,189.09,200.51,183.29,192.83,188.12,194.11,188.8,185.65,182.15,189.14,188.78,187.24,186.55,188.88,194.84,184.44,185.4,191.2,185.41,194.14,187.1,,Peptide450,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,36.725,-1.745,21.435,2.545,13.965,-3.255,6.285,1.575,7.565,2.255,-0.895,-4.395,2.595,2.235,0.695,0.005,2.335,8.295,-2.105,-1.145,4.655,-1.135,7.595,0.555
208.86,267.02,202.11,253.37,199.64,236.47,194.02,217.38,188.34,208.02,190.52,199.07,183.14,188.46,183.25,188.61,186.8,192.13,183.17,187.63,184.99,187.63,191.66,187.06,,Peptide450,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.315,80.475,15.565,66.825,13.095,49.925,7.475,30.835,1.795,21.475,3.975,12.525,-3.405,1.915,-3.295,2.065,0.255,5.585,-3.375,1.085,-1.555,1.085,5.115,0.515
241.82,198.81,224.64,188.76,207.13,191.33,199.82,192.55,195.23,190.81,189.65,189.05,192.91,186.63,180.53,177.11,190.65,188,187.9,182.07,190.26,182.39,184.44,183.24,,Peptide450,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,12.265,38.095,2.215,20.585,4.785,13.275,6.005,8.685,4.265,3.105,2.505,6.365,0.085,-6.015,-9.435,4.105,1.455,1.355,-4.475,3.715,-4.155,-2.105,-3.305
