34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,
159.52,160.58,161.13,163.1,156.18,155.77,152.46,186.21,187.99,157.76,160.3,167.3,164.82,156.98,159.25,172.88,165.74,168.73,171,161.03,166.32,169.89,170.94,180.36,,Peptide637,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172.32,169.71,157.3,151.66,146.59,149.47,160.06,150.46,166.78,156.8,161.22,158.73,171.37,152.25,164.8,157.35,169.69,164.57,163.44,157.96,168.9,160.93,172.42,169.32,,Peptide637,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149.85,197.37,169.45,173.67,161.81,162.69,173.43,171.48,172.62,172.72,174.75,181.84,176.71,176.94,165.99,167.89,168.54,164.79,161.21,177.53,173.31,187.97,172.91,193.33,,Peptide637,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194,191.61,150.88,158.31,163.24,163.98,141.69,164.08,154.55,150.41,152.4,149.41,158.73,152.95,171.73,166.3,187.33,165.51,166.12,163.25,169.57,163.27,166.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275.77,262.94,255.89,264.18,236.79,307.56,245.44,302.53,246.7,289.11,253.64,269.68,241.03,256.22,252.12,234.8,243.82,241.71,244.16,248.74,254.83,248.28,238.8,262.13,,Peptide650-2,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343.59,358.09,352.65,352.13,343.63,337.62,324.86,309.11,298.62,288.77,284.32,272.83,265.66,268.24,260.54,250.81,260.83,251.76,257.44,245.92,257.3,251.42,250.18,255.13,,Peptide650-2,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264.75,285.28,242.37,289.95,283.06,313.65,262.98,295.15,276.37,300.01,263.78,283.74,242.78,264.68,275.93,266.15,275.24,256.76,275.11,311.32,257.35,265.49,266.62,250.39,,Peptide650-2,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300.68,235.94,342.92,259.53,343.94,250.75,320.06,251.89,301.25,272.35,272.55,244.15,247.14,230.86,257.84,244.03,244.49,245.95,251.76,258.09,258.4,250.31,277.69,264.62,,Peptide650-2,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319.19,316.01,240.32,312.39,282.22,296.41,270.11,283.08,287.12,274.96,250.42,252.2,269.19,240.19,263.06,244.21,258.68,257.44,262.23,259.7,262.81,241.45,257.55,263.84,,Peptide650-2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278.27,258.2,273.65,298.68,294.6,271.57,305.85,271.83,296.07,263.53,282.11,253.06,262.93,248.72,259.64,249.66,248.11,254.15,261.17,261.04,255.97,247.15,247.47,259.26,,Peptide650-2,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256.42,280.89,250.97,341.91,246.58,333.05,268.44,317.71,253.54,310.44,269.55,277.82,269.17,261.55,256.4,245.33,261.55,247.77,261.19,196.91,263.58,249.35,256.33,274.87,,Peptide650-2,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283.08,262.85,321.47,283.56,349.58,270.16,326.69,278.48,298.78,279.29,278.49,258.48,233.44,257.31,275.44,244.1,268.9,254.38,251.6,265.53,261.25,256,258.83,260.83,,Peptide650-2,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253.43,286.24,252.21,310.99,262.54,309.9,274.22,280.35,273.17,280.3,270.37,259.55,242.64,245.86,261.79,262.04,255.79,251.65,258.18,244.77,266.38,235.05,254.65,264.91,,Peptide650-2,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326.47,257.5,320.53,263.97,317.84,264.36,268.21,258.36,273.16,256.35,260.72,246.86,249.17,255.19,264.51,249.19,264.2,258.4,230.09,243.96,257.19,253.16,247.95,256.91,,Peptide650-2,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260.14,277.38,256.9,301.86,271.21,317.23,264.78,292.05,255.73,273.15,255.63,254.78,248.47,248.94,262.6,244.24,263.14,258.38,251.34,246.17,262.66,245.42,249.09,259.42,,Peptide650-2,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256.88,355.74,251.71,358.4,260.69,339.36,249.47,331.55,252,320.49,248.5,285.36,246.01,267.67,255.04,237.82,261.38,247.04,248.5,255.02,246.23,235.87,246.2,246.35,,Peptide650-2,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237.7,286.97,266.01,283.31,260.64,265.62,273.01,245.39,268.98,273.87,266.83,271.68,256.21,255.6,256.99,238.53,257.58,239.73,259.59,251.96,240.08,232.49,247.13,249.25,,Peptide650-2,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259.71,315.61,290.45,331.42,305.78,327.78,311.39,310.07,307.32,287.19,279.67,270.03,264,253.79,240.09,243.76,247.55,239.16,243.54,243.48,228.8,237.42,227.34,255.24,,Peptide650-2,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.13,247.2,240.03,228.99,268.8,236.12,302.4,241.83,265.18,248.73,260.08,255.73,265.97,234.12,254.23,219.95,259.17,240.49,232.86,231.75,247.62,236.69,224.06,257.85,,Peptide650-2,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267.58,278.8,296.19,319.39,284.44,325.43,256.51,324.31,250.52,294.4,249.39,267.28,247.64,254.3,238.58,242.1,240.56,247.48,246.25,241.69,243.25,249.44,261.47,251.28,,Peptide650-2,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260.14,277.38,256.9,301.86,271.21,317.23,264.78,292.05,255.73,273.15,255.63,254.78,248.47,248.94,262.6,244.24,263.14,258.38,251.34,246.17,262.66,245.42,249.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165.12,196.49,196.37,198.57,152.6,194.89,194.55,191.81,190,200.91,161.02,198.48,147.62,196.33,162.02,198.9,146.06,193.11,197.23,194.84,147.38,195.28,201.71,206.64,,Peptide652-2,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189.11,153.14,195.41,212.47,192.1,176.37,191.74,193,186.8,176.73,221.16,190.03,194.84,194.38,185.11,193.41,193.25,190.23,192.06,189.67,194.13,197.29,203.48,200.35,,Peptide652-2,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159.26,206.94,158.36,206.22,196.19,194.91,193.98,193.01,155.23,191.92,153.33,185.52,161.81,184.55,159.83,189.38,161.33,196.56,149.52,187.15,146.91,186.16,195.2,192.73,,Peptide652-2,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193.24,197.78,196.37,198.7,198.77,191.78,193.95,192.31,195.76,193.95,195.64,188.87,192.74,190.03,190.9,189.3,193.44,191.6,188.97,190.2,194.94,194.1,198.54,195.91,,Peptide652-2,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162.11,199.48,160.76,186.69,192.34,184.46,192.39,186.04,153.41,190.28,160.8,193.53,160.5,177.39,149.24,191.24,157.91,188.13,147.14,186.71,187.88,188.19,196.43,193.33,,Peptide652-2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200.25,159.31,187.35,195.79,186.72,189.27,193.21,191.33,191.3,185.07,187.18,200.02,193.08,188.62,190.93,196.7,189.46,191.47,193.03,190.19,190.73,194.95,197.38,188.59,,Peptide652-2,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166.85,153.95,199.04,204.21,165.47,190.74,159.78,192.37,158.02,191.72,157.43,193.3,191.24,195.78,158.02,188.02,158.92,190.23,192.07,194.9,189.8,195.39,190.15,185.74,,Peptide652-2,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200.76,162.15,192.47,183.87,193.43,190.03,190.27,190.77,188.61,189.65,189.16,194.22,190.86,187.1,188.93,193.22,191.87,189.13,187.39,190.81,188.38,182.57,194.24,194.69,,Peptide652-2,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169.77,188.81,157.19,199.6,158.71,187.33,156.55,187.47,191.15,187.57,154.68,189.37,151.37,187.64,153.29,190.47,157.45,190.76,186,189.61,189.93,182.37,189.43,184.84,,Peptide652-2,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.33,154.16,189.47,189.72,190.35,181.95,196.87,189.92,187.04,172.06,189.91,191.79,190.2,186.73,190.75,190.65,192.14,188.63,187.09,189.95,192.12,186.69,190.63,197.35,,Peptide652-2,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.04,193.66,187.28,190.23,158.72,188.38,194.55,190.98,160.46,191.68,184.94,186.94,147.14,185.33,159.07,191.2,160.15,184.35,154.46,187.93,191.16,188.1,190.42,196.39,,Peptide652-2,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302.85,174.04,260.28,217.55,236.38,200.37,218.29,190.71,190.51,193.58,197.3,191.29,195.88,190.52,189.1,191.34,191.88,188.5,188.32,194.19,188.55,190.68,194.56,194.89,,Peptide652-2,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158.89,217.82,149.2,202.76,185.51,188.62,161.5,200.6,154.28,198.31,160.26,196.93,191.04,196.14,156.21,194.05,196.73,184.35,203,188.57,188.84,191.94,189.09,187.23,,Peptide652-2,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.72,161.26,207.76,194.83,198,195.94,202.32,199.68,188.13,194.2,191.18,197.44,191.19,190.72,185.23,189.88,194.02,185.42,189.43,190.13,190.93,186.78,188.23,201.65,,Peptide652-2,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160.43,190.89,161.93,184.93,152.07,187.3,156.1,186.51,162.16,188.25,163.84,188.06,154.88,191.8,150.42,190.15,154.23,188.78,142.25,190.89,186.32,188.89,204.93,206.02,,Peptide652-2,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204.96,205.51,196.59,198.75,200.28,184.11,192.15,201.06,193.97,203.42,198.04,200.99,193.7,196.31,195.35,195.27,194.08,200.93,192.52,192.55,199.87,193.46,209.99,201.91,,Peptide652-2,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.04,193.66,187.28,190.23,158.72,188.38,194.55,190.98,160.46,191.68,184.94,186.94,147.14,185.33,159.07,191.2,160.15,184.35,154.46,187.93,191.16,188.1,190.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163.86,203.76,194.68,196.71,147.08,195.3,196.22,193.91,194.04,187.21,149.39,194.64,147.08,191.44,148.09,194.26,147.95,197.08,189.5,197.24,154.15,191.61,199.43,205.22,,Peptide652-2,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201.6,158.55,193.91,215.4,200.68,181.37,187.29,190.34,185.99,177.36,216.66,189.44,195.87,191.37,190.69,190.34,193.26,190.97,192.74,192.73,189.23,192.91,197.66,198.68,,Peptide652-2,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153.92,204.63,154.11,198.2,197.19,194.87,196.84,193.63,156.18,190.26,151.09,186.43,153.78,184.2,148.66,188.16,148.87,189.09,148.88,194,149.61,196.94,190.37,192.5,,Peptide652-2,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193.46,202.37,194.99,194.4,202.27,189.07,190.57,194.64,193.76,190.25,193.13,191.69,190.09,190.2,190.32,195.17,187.88,194,191.12,187.9,196.27,194.19,192.08,191.75,,Peptide652-2,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154.11,193.76,155.8,188.16,190.4,186.99,195.2,189.46,152.2,188.76,154.02,187.43,157.69,176.7,157.9,188.46,153.31,186.1,146.98,185.71,191.19,190.59,191.66,194.92,,Peptide652-2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.4,153.79,188.09,195.69,190.47,185.97,193.98,188.34,194.43,176.61,190.83,186.76,191.75,194.13,188.34,195.89,192.83,191.06,194.64,188.55,189.34,186.41,195.9,189.03,,Peptide652-2,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.1,155.79,195.19,203.15,174.66,199.03,153.3,192.07,160.35,193.37,156.21,188.74,193.37,191.56,162.13,186.82,157.9,192.25,185.31,189.42,189.68,184.11,187.52,192.87,,Peptide652-2,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.72,157.88,190.99,186.44,197.75,188.05,193.38,197.34,192.93,193.62,185.92,195.55,188.61,186.5,189.17,194,189.32,191.72,185.71,185.88,185.22,189.72,192.4,193.87,,Peptide652-2,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164.05,187.2,147.18,201.61,147.37,190.53,160.27,192.46,192.01,186.8,153.65,182.44,149.17,191.8,150.06,189.83,147.58,189.38,189.83,187.63,190.4,182.23,182.9,186.82,,Peptide652-2,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.41,153.22,189.84,196.38,185.96,186.24,195.83,192.77,187.54,169.96,192.34,190.12,190.89,189.85,188.06,184.69,187.13,186.48,194.47,188.77,186.93,188.36,182.23,193.15,,Peptide652-2,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.73,189.25,191.89,186.73,154.71,188.27,187.06,192.09,158.09,192.93,190.5,187.89,147.22,186.51,147.78,189.53,157.74,189.14,148.91,187.57,194.55,190.92,187.08,192.38,,Peptide652-2,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299.66,172.24,261.64,214.91,243.03,195.01,219.54,193.42,196.28,194.46,191.94,193.08,187.68,185.54,190.93,185.61,191.28,193.17,193.64,190,185.18,185.98,190.02,195.91,,Peptide652-2,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
