22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.12,339.34,190.77,309.63,177.65,276.53,179.03,251.71,191.06,221.86,180.53,212.91,152.45,147.74,182.5,197.86,185.17,192.43,183.27,185.11,185.39,185.9,185.33,190.81,,Peptide663-3.txt,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,19.205,154.425,5.855,124.715,-7.265,91.615,-5.885,66.795,6.145,36.945,-4.385,27.995,-32.465,-37.175,-2.415,12.945,0.255,7.515,-1.645,0.195,0.475,0.985,0.415,5.895
270.53,287.98,228.3,254.58,213.1,219.53,204.64,206.54,192.39,201.81,189.05,190.38,187.83,190.62,158.2,160.93,183.07,183.01,185.27,185.73,187.55,185.99,186.48,185.98,,Peptide663-3.txt,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,85.615,103.065,43.385,69.665,28.185,34.615,19.725,21.625,7.475,16.895,4.135,5.465,2.915,5.705,-26.715,-23.985,-1.845,-1.905,0.355,0.815,2.635,1.075,1.565,1.065
216.03,207.81,194.09,197.23,195.69,190.46,187.22,186.8,185.25,186.94,182.17,187.36,180.2,186.26,179.96,156.99,181.09,185.55,182.19,188.88,188.6,185.52,187.27,183.87,,Peptide663-3.txt,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,31.115,22.895,9.175,12.315,10.775,5.545,2.305,1.885,0.335,2.025,-2.745,2.445,-4.715,1.345,-4.955,-27.925,-3.825,0.635,-2.725,3.965,3.685,0.605,2.355,-1.045
264.72,256.19,238.3,229.44,219.76,203.93,209.23,196.69,196,191.05,193.12,194.05,188.35,182.07,185.48,188.3,184.43,187.01,179.75,182.88,191.18,191.5,184.82,184.86,,Peptide663-3.txt,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,79.805,71.275,53.385,44.525,34.845,19.015,24.315,11.775,11.085,6.135,8.205,9.135,3.435,-2.845,0.565,3.385,-0.485,2.095,-5.165,-2.035,6.265,6.585,-0.095,-0.055
214.23,192.32,192.68,186.71,196.77,188.65,193.19,183.31,186.88,181.57,184.45,187.09,184.29,182.61,184.2,182.64,185.11,182.58,183.92,187.04,184.92,186.05,186.17,184.73,,Peptide663-3.txt,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.315,7.405,7.765,1.795,11.855,3.735,8.275,-1.605,1.965,-3.345,-0.465,2.175,-0.625,-2.305,-0.715,-2.275,0.195,-2.335,-0.995,2.125,0.005,1.135,1.255,-0.185
207.87,277.8,188.93,260.21,184.58,237.4,178.32,219.33,183.4,203.44,186.66,195.34,184.76,186.38,154.07,179.63,186.03,185.67,184.03,184.97,185.1,185.98,180.45,165.17,,Peptide663-3.txt,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.955,92.885,4.015,75.295,-0.335,52.485,-6.595,34.415,-1.515,18.525,1.745,10.425,-0.155,1.465,-30.845,-5.285,1.115,0.755,-0.885,0.055,0.185,1.065,-4.465,-19.745
259.93,270.62,234.92,245.07,212.67,226.19,202.05,206.02,196.44,204.94,192.88,191.62,191.14,188.64,183.43,180.52,183.52,188.43,185.43,183.15,186.85,182.48,180.93,187.77,,Peptide663-3.txt,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,75.015,85.705,50.005,60.155,27.755,41.275,17.135,21.105,11.525,20.025,7.965,6.705,6.225,3.725,-1.485,-4.395,-1.395,3.515,0.515,-1.765,1.935,-2.435,-3.985,2.855
211.24,194.48,193.36,189.86,187.5,184.24,188.25,185.7,184.51,184.1,188.26,187.06,186.26,183.03,187.84,190.12,184.11,182.61,183.07,187.97,190.91,179.28,148.35,152.58,,Peptide663-3.txt,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.325,9.565,8.445,4.945,2.585,-0.675,3.335,0.785,-0.405,-0.815,3.345,2.145,1.345,-1.885,2.925,5.205,-0.805,-2.305,-1.845,3.055,5.995,-5.635,-36.565,-32.335
206.51,198.57,198.01,191.51,186.33,189.78,189.96,184.52,186.97,190.98,182.41,181.3,179.74,180.84,177.4,183.87,181.88,183.2,180.18,185.24,183.41,184.03,177.42,174.47,,Peptide663-3.txt,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.595,13.655,13.095,6.595,1.415,4.865,5.045,-0.395,2.055,6.065,-2.505,-3.615,-5.175,-4.075,-7.515,-1.045,-3.035,-1.715,-4.735,0.325,-1.505,-0.885,-7.495,-10.445
215.87,322.46,196.16,280.72,193.85,256.74,185.56,234.33,187.86,211.24,186.63,200.73,187.28,190,178.38,151.05,183.66,189.96,187.99,183.01,188.44,185.65,187.97,192.91,,Peptide663-3.txt,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.955,137.545,11.245,95.805,8.935,71.825,0.645,49.415,2.945,26.325,1.715,15.815,2.365,5.085,-6.535,-33.865,-1.255,5.045,3.075,-1.905,3.525,0.735,3.055,7.995
195.44,274.26,190.07,248.26,177.37,222.85,181.62,210,189.86,197.68,181.5,186.69,186.19,183.54,180.17,182.04,186.15,183.54,183.78,184.38,185.84,185.68,183.37,182.94,,Peptide663-3.txt,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.525,89.345,5.155,63.345,-7.545,37.935,-3.295,25.085,4.945,12.765,-3.415,1.775,1.275,-1.375,-4.745,-2.875,1.235,-1.375,-1.135,-0.535,0.925,0.765,-1.545,-1.975
282.83,219.72,261.54,198.29,233.48,197.88,215.29,188.2,206.11,190.64,191.69,184.48,189.24,183.04,185.23,186.48,185.1,175.75,188.37,186.05,188.86,182.39,182.24,182.18,,Peptide663-3.txt,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,97.915,34.805,76.625,13.375,48.565,12.965,30.375,3.285,21.195,5.725,6.775,-0.435,4.325,-1.875,0.315,1.565,0.185,-9.165,3.455,1.135,3.945,-2.525,-2.675,-2.735
191.71,283.8,193.24,259.7,191.2,244.56,189.44,233.04,186.79,214.92,195.79,209.93,187.11,199.26,186.47,192.72,187.01,192.17,194.93,193.03,190.29,194.96,191.68,187.89,,Peptide663-3.txt,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.795,98.885,70,74.785,6.285,59.645,4.525,48.125,1.875,30.005,10.875,25.015,2.195,14.345,1.555,7.805,2.095,7.255,10.015,8.115,5.375,10.045,6.765,2.975
280.7,244.34,263.13,223.83,231.74,201.43,218.26,206.35,206.36,193.01,201.32,189.04,187.76,189.45,193.53,187.03,190.75,191,192.53,196.59,178.52,197.75,190.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.89,281.94,250.13,262.92,225.24,237.69,206.62,219.06,201.37,213.01,192.66,199.26,190.78,193.71,192.01,192.69,191.77,188.77,191.03,194.55,193.76,180.69,193.22,185.76,,Peptide663-3,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,187.67,89.22,94.27,62.46,75.25,37.57,50.02,18.95,31.39,13.7,25.34,4.99,11.59,3.11,6.04,4.34,5.02,4.1,1.1,3.36,6.88,6.09,-6.98,5.55,-1.91
197.23,239.55,179.2,210.31,186.34,201.58,177.38,192.76,183.1,183.46,186.72,186.08,184.48,185.69,177.96,185.89,190.98,188.44,189.79,188.04,184.63,183.7,191.2,189.48,,Peptide663-3,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.56,51.88,-8.47,22.64,-1.33,13.91,-10.29,5.09,-4.57,-4.21,-0.95,-1.59,-3.19,-1.98,-9.71,-1.78,3.31,0.77,2.12,0.37,-3.04,-3.97,3.53,1.81
287.48,261.23,258.13,239.29,233.2,221,193.92,194.53,195.95,205.76,194.34,196.77,186.34,186.61,192.39,189.77,185.96,190.44,187.79,192.74,189.89,191.3,186.55,187.46,,Peptide663-3,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,99.81,73.56,70.46,51.62,45.53,33.33,6.25,6.86,8.28,18.09,6.67,9.1,-1.33,-1.06,4.72,2.1,-1.71,2.77,0.12,5.07,2.22,3.63,-1.12,-0.21
209.01,345.26,194.22,312.44,164.68,281.44,185.05,256.54,190.5,234.86,188.08,213.09,150.88,156.98,188.76,199.88,184.62,194.85,185.22,191.93,187.68,191.32,191.28,191.42,,Peptide663-3,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.34,157.59,6.55,124.77,-22.99,93.77,-2.62,68.87,2.83,47.19,0.41,25.42,-36.79,-30.69,1.09,12.21,-3.05,7.18,-2.45,4.26,0.01,3.65,3.61,3.75
277.2,294.03,230.3,254.45,216,236.82,209.36,213.11,195.34,204.02,187.97,189.56,190.42,185.9,158.59,155.13,192.88,190.29,185.14,180.8,190.93,188.68,193.37,181.75,,Peptide663-3,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,89.53,106.36,42.63,66.78,28.33,49.15,21.69,25.44,7.67,16.35,0.3,1.89,2.75,-1.77,-29.08,-32.54,5.21,2.62,-2.53,-6.87,3.26,1.01,5.7,-5.92
217.93,212.9,194.13,197.48,192.56,193.49,184.89,191.97,183.49,184.79,178.51,185.94,182.31,183.23,183.66,158.16,182.34,185.36,189.5,185.53,196.22,185.04,191.52,189.53,,Peptide663-3,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.26,25.23,6.46,9.81,4.89,5.82,-2.78,4.3,-4.18,-2.88,-9.16,-1.73,-5.36,-4.44,-4.01,-29.51,-5.33,-2.31,1.83,-2.14,8.55,-2.63,3.85,1.86
268.54,262.95,238.25,240.56,225.47,211.59,210.98,199.26,203.86,192.7,187.05,190.06,189.42,192.2,190.77,186.6,184.17,183.6,185.83,186.86,189.05,192.43,189.87,187.88,,Peptide663-3,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,80.87,75.28,50.58,52.89,37.8,23.92,23.31,11.59,16.19,5.03,-0.62,2.39,1.75,4.53,3.1,-1.07,-3.5,-4.07,-1.84,-0.81,1.38,4.76,2.2,0.21
217.06,195.71,202.96,186.22,190.44,182.74,187.58,184.56,192.28,178.4,182.56,184.98,182.04,189.02,181.81,182.92,185.29,185.41,189.47,186.61,189.18,192.59,185.51,191.97,,Peptide663-3,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.39,8.04,15.29,-1.45,2.77,-4.93,-0.09,-3.11,4.61,-9.27,-5.11,-2.69,-5.63,1.35,-5.86,-4.75,-2.38,-2.26,1.8,-1.06,1.51,4.92,-2.16,4.3
213.9,288.54,192.67,258.99,186.59,235.51,182.88,222.16,192.59,204.34,189.28,190.76,184.28,189.01,156.25,184.17,187.13,187.37,185.07,183.65,186.53,190.64,181.62,160.38,,Peptide663-3,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.23,100.87,5,71.32,-1.08,47.84,-4.79,34.49,4.92,16.67,1.61,3.09,-3.39,1.34,-31.42,-3.5,-0.54,-0.3,-2.6,-4.02,-1.14,2.97,-6.05,-27.29
272.1,276.04,233.23,245.3,217.96,235.5,205.06,210.47,198.8,201.91,190.68,199.56,188.81,193.62,187.72,191.08,189.07,188.04,185.29,190.35,188.29,182.62,176.9,182.26,,Peptide663-3,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,84.43,88.37,45.56,57.63,30.29,47.83,17.39,22.8,11.13,14.24,3.01,11.89,1.14,5.95,0.05,3.41,1.4,0.37,-2.38,2.68,0.62,-5.05,-10.77,-5.41
203.36,200.14,191.4,189.8,188.72,182.27,187.34,187.2,180.98,185.47,192.79,185.25,193.3,186.12,183.47,187.36,185.98,187.26,186.48,188.3,186.93,187.99,163.73,150.7,,Peptide663-3,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.69,12.47,3.73,2.13,1.05,-5.4,-0.33,-0.47,-6.69,-2.2,5.12,-2.42,5.63,-1.55,-4.2,-0.31,-1.69,-0.41,-1.19,0.63,-0.74,0.32,-23.94,-36.97
209.77,194.6,194.28,187.83,188.34,187.69,191.5,187.26,183.07,185.24,189.05,183.26,179.7,181.68,189.22,189.11,184.75,185.16,183.23,185.4,187.02,185.41,177.71,178.47,,Peptide663-3,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.1,6.93,6.61,0.16,0.67,0.02,3.83,-0.41,-4.6,-2.43,1.38,-4.41,-7.97,-5.99,1.55,1.44,-2.92,-2.51,-4.44,-2.27,-0.65,-2.26,-9.96,-9.2
209.4,328.04,196.45,284.85,198.4,262.27,189.84,238.34,187.9,214.98,189.07,199.82,191.55,196.49,176.77,151.79,184.81,188.37,190.97,179.06,187.92,185.86,188.94,185.98,,Peptide663-3,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.73,140.37,8.78,97.18,10.73,74.6,2.17,50.67,0.23,27.31,1.4,12.15,3.88,8.82,-10.9,-35.88,-2.86,0.7,3.3,-8.61,0.25,-1.81,1.27,-1.69
202.6,279.69,192.7,247.87,180.33,225.18,184.71,208.11,182.56,199.6,184.19,184.89,186.34,190.01,185.1,188.58,183.41,188.87,178.95,184.94,185.86,187.23,188.29,185.01,,Peptide663-3,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.93,92.02,5.03,60.2,-7.34,37.51,-2.96,20.44,-5.11,11.93,-3.48,-2.78,-1.33,2.34,-2.57,0.91,-4.26,1.2,-8.72,-2.73,-1.81,-0.44,0.62,-2.66
278.7,222.37,257.22,202.32,233.74,203.99,217.26,194.63,208.97,187.63,195.42,189.49,197.41,187.79,191.25,185.15,189.07,183.57,186.85,182.13,194.89,186.3,190.22,185.79,,Peptide663-3,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,91.03,34.7,69.55,14.65,46.07,16.32,29.59,6.96,21.3,-0.04,7.75,1.82,9.74,0.12,3.58,-2.52,1.4,-4.1,-0.82,-5.54,7.22,-1.37,2.55,-1.88
198.2,283.4,195.62,270.7,188.26,246.28,192,237.53,188.95,220.19,192.88,209.5,189.31,195.11,187.92,199.19,194.6,190.28,198.23,194.48,193.71,195.47,194.58,192.68,,Peptide663-3,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.53,95.73,71,83.03,0.59,58.61,4.33,49.86,1.28,32.52,5.21,21.83,1.64,7.44,0.25,11.52,6.93,2.61,10.56,6.81,6.04,7.8,6.91,5.01
281.94,250.13,262.92,225.24,237.69,206.62,219.06,201.37,213.01,192.66,199.26,190.78,193.71,192.01,192.69,191.77,188.77,191.03,194.55,193.76,180.69,193.22,185.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.16,258.43,204.69,237.75,202.79,221.76,194.49,204.85,194.07,204.78,194.51,199.14,191.38,197.81,198.65,195.52,196.05,184.33,200.13,200.73,196.14,196.9,201,197.42,,Peptide664-3.txt,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,192.945,25.215,65.485,11.745,44.805,9.845,28.815,1.545,11.905,1.125,11.835,1.565,6.195,-1.565,4.865,5.705,2.575,3.105,-8.615,7.185,7.785,3.195,3.955,8.055,4.475
