18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.86,174.56,175.31,167.44,174.93,171.83,168.79,173.06,177.57,175.29,166.78,179.55,167.66,123.14,162.57,162.23,170.34,166.58,169.13,164.38,170.44,169.58,173.71,173.69,,Peptide443,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.455,5.155,5.905,-1.965,5.525,2.425,-0.615,3.655,8.165,5.885,-2.625,10.145,-1.745,-46.265,-6.835,-7.175,0.935,-2.825,-0.275,-5.025,1.035,0.175,4.305,4.285
180.12,170.43,173.03,167.01,169.74,174.03,161.63,173.48,179.02,167.21,169.72,168.59,166.19,172.66,169.48,165.72,170.39,172.78,168.53,167.51,174.04,170.06,172.97,167.84,,Peptide443,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.715,1.025,3.625,-2.395,0.335,4.625,-7.775,4.075,9.615,-2.195,0.315,-0.815,-3.215,3.255,0.075,-3.685,0.985,3.375,-0.875,-1.895,4.635,0.655,3.565,-1.565
196.45,169.73,181.64,168.33,175.54,168.14,167.42,171.33,180.03,171.44,170.95,168.83,163.3,165.14,169.18,165.71,169.54,166.88,163.16,172.82,174.11,170.07,163.12,162.47,,Peptide443,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.045,0.325,12.235,-1.075,6.135,-1.265,-1.985,1.925,10.625,2.035,1.545,-0.575,-6.105,-4.265,-0.225,-3.695,0.135,-2.525,-6.245,3.415,4.705,0.665,-6.285,-6.935
172.07,190.63,166.51,174.16,163.8,167.44,169.82,174.29,174.76,171.42,168.59,165.85,170.1,172.09,172.63,167.71,174.06,168.96,167.89,172.05,167.07,168.88,171.27,161.9,,Peptide443,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.665,21.225,-2.895,4.755,-5.605,-1.965,0.415,4.885,5.355,2.015,-0.815,-3.555,0.695,2.685,3.225,-1.695,4.655,-0.445,-1.515,2.645,-2.335,-0.525,1.865,-7.505
247.26,179.07,229.81,169.21,218.24,169.02,197.16,173.39,194.03,171.88,174.71,173.52,172.96,172.74,166.89,169.55,165.47,171.71,167.81,165.36,168.39,173.62,169.87,159.51,,Peptide443,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,77.855,9.665,60.405,-0.195,48.835,-0.385,27.755,3.985,24.625,2.475,5.305,4.115,3.555,3.335,-2.515,0.145,-3.935,2.305,-1.595,-4.045,-1.015,4.215,0.465,-9.895
178.24,175.73,170.02,176.5,166.99,173.25,171.44,176.31,174.5,171.57,167.48,167.92,171.11,169.47,163.42,168.47,175.16,169.06,166.38,165.92,172.84,162.6,169.93,161.79,,Peptide443,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.835,6.325,0.615,7.095,-2.415,3.845,2.035,6.905,5.095,2.165,-1.925,-1.485,1.705,0.065,-5.985,-0.935,5.755,-0.345,-3.025,-3.485,3.435,-6.805,0.525,-7.615
246.6,172.04,212.72,168.79,203.11,176.61,190.81,169.45,179.53,172.07,171.06,168.35,171.31,172.56,168.34,164.1,169.31,166.36,169.33,171.39,166.68,163.01,170.27,158.23,,Peptide443,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,77.195,2.635,43.315,-0.615,33.705,7.205,21.405,0.045,10.125,2.665,1.655,-1.055,1.905,3.155,-1.065,-5.305,-0.095,-3.045,-0.075,1.985,-2.725,-6.395,0.865,-11.175
196.17,189.76,178.7,174.93,178.67,168.93,173.04,172.36,173.36,174.65,168.4,163.2,167.61,170.4,171.72,170.19,170.39,168.21,169.01,172.93,169.32,171.76,167.12,164.55,,Peptide443,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.765,20.355,9.295,5.525,9.265,-0.475,3.635,2.955,3.955,5.245,-1.005,-6.205,-1.795,0.995,2.315,0.785,0.985,-1.195,-0.395,3.525,-0.085,2.355,-2.285,-4.855
183.27,273.91,177.74,239.15,178.16,217.51,173.1,193.26,178.05,180.78,164.25,170.6,169.15,175.6,174.79,170.07,168.27,169.92,166.84,167.42,170.77,173.39,167.6,157.59,,Peptide443,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.865,104.505,8.335,69.745,8.755,48.105,3.695,23.855,8.645,11.375,-5.155,1.195,-0.255,6.195,5.385,0.665,-1.135,0.515,-2.565,-1.985,1.365,3.985,-1.805,-11.815
186.58,172.61,174.86,165.24,170.95,168.12,175.18,178.18,170.44,177.05,171.64,169.81,173.66,172.37,164.44,163.49,174.84,167.01,170.85,170.06,173.34,172.01,165.72,167.68,,Peptide443,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.175,3.205,5.455,-4.165,1.545,-1.285,5.775,8.775,1.035,7.645,2.235,0.405,4.255,2.965,-4.965,-5.915,5.435,-2.395,1.445,0.655,3.935,2.605,-3.685,-1.725
178.22,236.14,172.99,209.48,169.86,186.02,170.81,180.23,174.44,169.94,166.73,170.25,165.09,168.55,170.22,164.54,171.49,167.14,167.43,171.32,167.52,167.09,165.67,151.46,,Peptide443,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.815,66.735,3.585,40.075,0.455,16.615,1.405,10.825,5.035,0.535,-2.675,0.845,-4.315,-0.855,0.815,-4.865,2.085,-2.265,-1.975,1.915,-1.885,-2.315,-3.735,-17.945
198.98,218.48,182.73,185.35,176.88,178.76,176.3,172.24,172.27,173.42,169.64,168.27,165.24,162.63,171.51,169.47,169.96,165.31,169.77,172.71,168.57,165.98,169.96,163.93,,Peptide443,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.575,49.075,13.325,15.945,7.475,9.355,6.895,2.835,2.865,4.015,0.235,-1.135,-4.165,-6.775,2.105,0.065,0.555,-4.095,0.365,3.305,-0.835,-3.425,0.555,-5.475
180.63,313.65,179.82,267.76,168.14,234.23,171.3,214.93,171.88,195.93,169.59,181.76,168.85,176.93,162.81,166.47,175.08,171.57,170.45,171.6,168.02,171.5,163.06,167,,Peptide443,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.225,144.245,10.415,98.355,-1.265,64.825,1.895,45.525,2.475,26.525,0.185,12.355,-0.555,7.525,-6.595,-2.935,5.675,2.165,1.045,2.195,-1.385,2.095,-6.345,-2.405
188.05,184.46,178.82,173.69,169.95,174.36,176.98,175.84,173.29,167.68,170.53,169.35,166.31,171.93,168.75,170.09,170.9,167.92,171.08,167.95,171.53,170.35,169.67,165.47,,Peptide443,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.645,15.055,9.415,4.285,0.545,4.955,7.575,6.435,3.885,-1.725,1.125,-0.055,-3.095,2.525,-0.655,0.685,1.495,-1.485,1.675,-1.455,2.125,0.945,0.265,-3.935
194.34,180.32,194.19,182.9,185.93,176.78,179.64,179.29,173.74,178.4,178.84,176.63,182.48,179.48,179.85,179.96,178.8,181.77,182.91,183.63,182.93,181.85,173.78,167.51,,Peptide443,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.935,10.915,24.785,13.495,16.525,7.375,10.235,9.885,4.335,8.995,9.435,7.225,13.075,10.075,10.445,10.555,9.395,12.365,13.505,14.225,13.525,12.445,4.375,-1.895
182.86,208.47,167.09,189.72,165.19,179.4,169.31,175.97,165.17,170.2,170.81,175.26,173.65,167.21,173.67,172.97,169.5,164.8,171.44,175.75,168.69,168.49,166.32,,,Peptide443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.24,164.46,173.35,163.51,168.69,161.88,168.25,154.89,150.28,163.42,163.94,159.31,161.96,163.94,164.87,154.15,169.26,161.06,158.49,165.9,161.88,153.98,158.46,164.04,,Peptide463,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156.77,27.47,7.69,16.58,6.74,11.92,5.11,11.48,-1.88,-6.49,6.65,7.17,2.54,5.19,7.17,8.1,-2.62,12.49,4.29,1.72,9.13,5.11,-2.79,1.69,7.27
179.38,167.7,167.41,160.77,160.69,164.74,157.9,169.53,156.22,160.44,157.85,157.56,160.06,131.02,166.38,152.15,156.58,155.22,158.03,159.97,165.07,160.12,166.86,156.5,,Peptide463,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.61,10.93,10.64,4,3.92,7.97,1.13,12.76,-0.55,3.67,1.08,0.79,3.29,-25.75,9.61,-4.62,-0.19,-1.55,1.26,3.2,8.3,3.35,10.09,-0.27
187.47,183.95,174.32,171.16,163.31,168.45,168.17,166.33,152.22,163.85,160.13,163.15,160.29,161.78,158.28,157.26,157.29,163.87,159.15,158.92,164.93,157.99,159.71,155.16,,Peptide463,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.7,27.18,17.55,14.39,6.54,11.68,11.4,9.56,-4.55,7.08,3.36,6.38,3.52,5.01,1.51,0.49,0.52,7.1,2.38,2.15,8.16,1.22,2.94,-1.61
215.23,172.48,192.94,166.77,174.46,169.65,170.31,164.29,164.92,164.51,160.77,156.17,163.9,166.42,157.91,162.16,163.13,164.74,161.59,156.41,166.07,161.49,152.93,159.42,,Peptide463,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,58.46,15.71,36.17,10,17.69,12.88,13.54,7.52,8.15,7.74,4,-0.6,7.13,9.65,1.14,5.39,6.36,7.97,4.82,-0.36,9.3,4.72,-3.84,2.65
169.24,183.1,162.58,177.74,162.33,165.67,159.54,160.75,160.19,157.84,157.68,162.75,163.99,159.2,155.43,160.74,164.63,157.57,155.91,155.39,168.74,162.99,159.01,161.84,,Peptide463,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.47,26.33,5.81,20.97,5.56,8.9,2.77,3.98,3.42,1.07,0.91,5.98,7.22,2.43,-1.34,3.97,7.86,0.8,-0.86,-1.38,11.97,6.22,2.24,5.07
183.81,171.45,177.02,169.82,166.18,167.13,162.08,163.13,159.38,156.13,158.31,156.87,165.47,162.45,164.86,155.99,161.81,161.92,154.03,161.92,162.45,157.42,158.89,155.46,,Peptide463,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.04,14.68,20.25,13.05,9.41,10.36,5.31,6.36,2.61,-0.64,1.54,0.1,8.7,5.68,8.09,-0.78,5.04,5.15,-2.74,5.15,5.68,0.65,2.12,-1.31
181.21,169.94,158.7,161.65,164.01,167.37,159.35,158.66,159.18,155.42,159.18,163.83,162.35,159.71,154.77,156.42,168.75,151.47,163,152.04,160.5,157.01,154.53,156.16,,Peptide463,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.44,13.17,1.93,4.88,7.24,10.6,2.58,1.89,2.41,-1.35,2.41,7.06,5.58,2.94,-2,-0.35,11.98,-5.3,6.23,-4.73,3.73,0.24,-2.24,-0.61
245.42,174.9,206.82,153.74,195.12,166.43,181.21,157.82,169.29,158.35,167.44,161.42,159.74,163.35,158.9,158.97,161.98,160.89,155.84,157.11,164.09,157.86,161.49,153.57,,Peptide463,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,88.65,18.13,50.05,-3.03,38.35,9.66,24.44,1.05,12.52,1.58,10.67,4.65,2.97,6.58,2.13,2.2,5.21,4.12,-0.93,0.34,7.32,1.09,4.72,-3.2
178.29,166.47,176.8,160.4,164.1,164.47,159.01,155.6,164.93,154.59,159.56,156.56,162.71,160.98,156.05,156.95,163.59,161.9,154.32,156.26,159.97,150.25,159.41,157.23,,Peptide463,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.52,9.7,20.03,3.63,7.33,7.7,2.24,-1.17,8.16,-2.18,2.79,-0.21,5.94,4.21,-0.72,0.18,6.82,5.13,-2.45,-0.51,3.2,-6.52,2.64,0.46
182.57,318.79,176.21,304.45,161.74,283.26,163.1,247.63,158.84,200.42,166.58,178.16,159.18,167.21,158.15,159.87,163.48,165.13,161.39,154.78,156.99,165.33,157.73,163.64,,Peptide463,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.8,162.02,19.44,147.68,4.97,126.49,6.33,90.86,2.07,43.65,9.81,21.39,2.41,10.44,1.38,3.1,6.71,8.36,4.62,-1.99,0.22,8.56,0.96,6.87
165.87,165.95,163.36,163.09,154.51,157.84,162.01,162.08,156.19,162.92,162.46,164.46,155.22,159.02,160.45,158.51,161.44,151.63,158.44,153.84,164.05,160.09,164.42,163.31,,Peptide463,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.1,9.18,6.59,6.32,-2.26,1.07,5.24,5.31,-0.58,6.15,5.69,7.69,-1.55,2.25,3.68,1.74,4.67,-5.14,1.67,-2.93,7.28,3.32,7.65,6.54
172.55,252.62,166.63,220.19,160.93,204.95,158.17,184.15,166.44,168.67,164.95,166.26,152.78,158.63,160,157.83,162.54,162.93,162.24,155.76,157.65,164.28,156.09,148.6,,Peptide463,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.78,95.85,9.86,63.42,4.16,48.18,1.4,27.38,9.67,11.9,8.18,9.49,-3.99,1.86,3.23,1.06,5.77,6.16,5.47,-1.01,0.88,7.51,-0.68,-8.17
155.55,177.34,188.63,166.43,175.62,159.94,168.88,158.5,156.72,162.96,165.73,157.68,156.46,162.61,154.55,155.87,166.51,158.07,161.97,153.37,152.41,154.53,162.77,158.39,,Peptide463,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.22,20.57,31.86,9.66,18.85,3.17,12.11,1.73,-0.05,6.19,8.96,0.91,-0.31,5.84,-2.22,-0.9,9.74,1.3,5.2,-3.4,-4.36,-2.24,6,1.62
174.52,345.19,167.19,304.01,168.09,276.78,158.29,233.54,160.07,197.13,162.04,184.41,158.8,167.26,163.99,161.45,154.27,163.25,156.27,163.58,159.42,153.64,161.82,158.98,,Peptide463,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.75,188.42,10.42,147.24,11.32,120.01,1.52,76.77,3.3,40.36,5.27,27.64,2.03,10.49,7.22,4.68,-2.5,6.48,-0.5,6.81,2.65,-3.13,5.05,2.21
156.81,269.95,165.16,254.65,153.11,221.85,154.16,195.67,160.33,182.3,160.84,156.99,152.87,157.38,154.74,160.27,155.14,163.45,153.49,155.97,158.32,162.81,163.4,155.49,,Peptide463,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.04,113.18,8.39,97.88,-3.66,65.08,-2.61,38.9,3.56,25.53,4.07,0.22,-3.9,0.61,-2.03,3.5,-1.63,6.68,-3.28,-0.8,1.55,6.04,6.63,-1.28
186.41,173.15,178.58,182.9,179.64,168.62,174.97,161.13,168.66,172.58,169.28,169.18,168.79,162.09,172.11,166.22,165.75,164.78,171.04,165.27,167.59,162.31,165.75,158.39,,Peptide463,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.64,16.38,21.81,26.13,22.87,11.85,18.2,4.36,11.89,15.81,12.51,12.41,12.02,5.32,15.34,9.45,8.98,8.01,14.27,8.5,10.82,5.54,8.98,1.62
160.04,187.06,156.66,166.76,158.35,165.31,158.75,160.93,156.35,160.25,152.13,157.92,155.25,156.72,155.35,163.12,156.33,152.76,159.14,158.95,156.88,161.86,157.71,,,Peptide463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.54,190.04,186.41,179.5,177.71,173.5,173.42,166.95,167.62,166.96,170.52,169.8,171.12,172.44,171.1,177.05,174,175.31,167.07,160.88,171.59,166.24,165.83,168.41,,Peptide432,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,167.165,27.375,22.875,19.245,12.335,10.545,6.335,6.255,-0.215,0.455,-0.205,3.355,2.635,3.955,5.275,3.935,9.885,6.835,8.145,-0.095,-6.285,4.425,-0.925,-1.335,1.245
178.32,176.07,175.18,169.43,172.49,168.5,171.99,179.57,175.54,172.62,170.43,173,172.78,171.56,166.62,163.25,178.22,171.45,170.42,167.41,165.85,169.96,161.55,165.96,,Peptide432,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.155,8.905,8.015,2.265,5.325,1.335,4.825,12.405,8.375,5.455,3.265,5.835,5.615,4.395,-0.545,-3.915,11.055,4.285,3.255,0.245,-1.315,2.795,-5.615,-1.205
