45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,
211.84,188.36,206.69,204.14,168.61,192.52,204.89,169.01,197.06,201.04,199.33,197.07,202.72,199.36,204.05,202.24,205.24,194.21,198.31,191.2,204.06,199.11,202.44,205.05,,Peptide659-2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206.88,207.91,196,192.78,202.71,173.64,206.06,199.12,204.14,200.44,204.04,200.98,202.51,207.15,205.75,203.62,206.24,195.65,200.26,199,201.73,198.72,203.23,206.67,,Peptide659-2,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210.37,222.28,207.6,207.69,199.14,208.99,204.62,197.54,197.73,197.83,201.62,199.46,197.13,170.85,170.44,177.46,193.36,190.01,196.46,199.79,197.22,183.88,204.83,203.15,,Peptide659-2,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205.02,207.03,206.55,197.13,199.56,197.97,203.76,206.66,200.32,201.35,208.13,196.06,195.81,188.06,186.43,197.82,203.62,199.65,205.52,196.66,198,201.1,197.37,204.77,,Peptide659-2,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209.8,209.85,206,206.97,200.59,198.87,199.23,181.18,198.63,194.12,199.28,205.09,195.31,194.14,169.89,184.52,172.02,198.61,204.53,200.55,196.86,197.4,203.38,204.37,,Peptide659-2,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210.22,207.05,195.99,202.17,163.17,191.47,204.54,201.02,196.38,196.61,198.92,195.58,193.82,188.07,186.29,196.89,199.48,201.71,201.59,198.2,206.03,202.93,201.86,209.23,,Peptide659-2,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214.46,202.27,200.09,200.98,200.41,199.53,200.06,192.49,198.13,195.48,199.75,190.4,207.41,196.59,210.48,200.74,206.3,199.51,205.45,203.62,195.85,198.81,203.4,205.4,,Peptide659-2,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207.85,217.81,195.89,210.72,193.38,206.56,195.46,203.3,193.44,170.39,202.74,197.76,200.13,198.63,196.12,198.17,203.82,199.94,198.47,198.67,198.03,199.66,199.14,197.86,,Peptide659-2,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204.6,224.3,207.44,204.21,200.34,198.36,207.33,193.55,205.14,197.47,199.78,198.03,199.62,195.78,203.01,202.34,209.19,201.54,207.76,199.46,205.29,197.82,200.72,196.88,,Peptide659-2,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201.35,205.07,201.37,208.24,197.93,195.17,198.35,204.85,201.58,199.09,201.12,202.99,194.91,189.28,196.98,205.37,205.74,202.52,198.63,198.26,196.91,196.93,194.65,205.58,,Peptide659-2,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214.26,195.78,205.15,192.11,175.3,193,202.45,194.24,203.76,194.85,201.23,194.81,212.35,193.97,172.34,190.06,197.46,196.51,197.4,198.42,201.37,198.81,217.86,213.73,,Peptide659-2,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213.92,222.64,210.41,219.34,207.96,217.7,202.63,209.83,202.59,204.28,206.36,208.27,205.05,204.53,210.35,196.19,214.97,203.4,199.6,205.64,204.97,214.35,214.59,219.77,,Peptide659-2,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214.46,202.27,200.09,200.98,200.41,199.53,200.06,192.49,198.13,195.48,199.75,190.4,207.41,196.59,210.48,200.74,206.3,199.51,205.45,203.62,195.85,198.81,203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.36,192.26,187.96,184.17,164.25,184.41,177.75,173.12,180.2,172.26,161.1,181.85,167.2,179.59,189.53,183.34,143.66,184.28,188.7,179.1,190.24,183.32,190.12,185.27,,Peptide661-2,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192.65,191.64,188.32,186.62,192.08,180.76,182.31,169.09,182.94,174.21,176.48,179.93,176.55,179.91,174.73,178.18,180.61,177.24,178.78,181.8,182.43,182.67,182.4,186.69,,Peptide661-2,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163.73,205.27,139.08,194.58,138.84,192.4,185.47,170.22,159.65,184.69,180.6,180.4,184.51,169.86,149.88,177.2,185.1,174.94,181.24,171.83,144.41,176.29,179.29,179.14,,Peptide661-2,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.71,190.15,185.16,190.02,182.88,181.54,178.81,184.25,185.6,177.87,175.2,173.66,181.94,174.59,172.45,170.71,180.61,182.09,178.06,178.53,180.86,184.31,182.72,181.75,,Peptide661-2,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140.95,188.79,141.55,178.97,177.33,173.58,158.86,179.06,161.39,180.47,159.9,176.72,150.47,172.34,180.7,176.52,188.5,171.12,186.95,178.85,190.03,179.2,181.31,180.78,,Peptide661-2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195.93,193.12,194.02,180.53,182.53,166.32,190.75,175.8,176.04,178.08,180.73,178.79,178.76,177.73,177.11,180.75,183.22,179.74,181.43,177.95,183.63,176.3,178.64,179.83,,Peptide661-2,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168.84,189.75,159.26,183.6,163.28,177.74,182.89,190.88,138.69,180.49,153.94,184.02,161.75,178.49,144.55,183.07,185.83,165.31,186.81,176.96,190.32,176.43,178.54,175.6,,Peptide661-2,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184.44,168.03,179.38,179.08,182.6,192.33,176.95,191.59,184.2,178.87,173.57,182.05,184.86,180.34,177.94,180.67,177.1,180.34,173.96,179.59,181.58,175.58,184.99,182.28,,Peptide661-2,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140.43,193.72,187.85,183.42,151.93,171.88,145.03,184.51,148.53,173.45,184.26,181.21,188.16,177.19,181.01,175.52,186.96,173.28,193.08,180.25,187.27,167.5,184.78,176.06,,Peptide661-2,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186.24,179.41,180.11,187.67,172.96,188.19,171.09,182.19,180.54,157.27,175.14,173.85,176.7,179.94,174.78,188.89,183.78,174.41,177.76,181.73,180.48,177.43,183.23,185.51,,Peptide661-2,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165.29,176.48,176.54,171.48,142.29,150.68,178.65,183.93,150.01,163.51,161.36,175.21,160.57,178.5,188.8,167.62,186.95,179.76,146,182.69,180.97,179.77,182.73,186.82,,Peptide661-2,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275.45,191.64,253.14,182.55,231.46,179.95,219.21,182.18,206.75,179.24,197.23,202.66,191.33,178.22,185.92,175.39,181.44,177.73,177.05,183.15,178.98,177.1,178.19,173.46,,Peptide661-2,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145.03,219.65,180.62,191.64,175.69,185.92,140.34,181.26,146.7,184.53,183.54,179.51,160.18,176.22,186.29,171.07,185.2,173.41,189.36,173.08,186.62,175.64,189.87,182.96,,Peptide661-2,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.86,180.85,184.77,186.16,183.4,184.76,184.12,185.3,180.28,184.12,181.26,177.19,174.17,177.09,176.21,174.15,177.96,173.87,181.14,175.58,178.73,179.26,180.98,184.33,,Peptide661-2,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190.34,176.37,149.75,173.34,144.78,170.9,148.26,181.65,140.58,181.39,148.47,181.69,146.55,179.77,166.58,176.1,186.2,175.26,191.05,178.47,187.24,177.64,193.23,183.06,,Peptide661-2,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.59,187.2,189.11,197.51,186.92,191.63,187.11,191.15,189.99,187.03,187.96,185.2,187.55,184.2,185.78,183.12,180.46,182.43,191.09,180.58,189.12,186.54,207.21,195.2,,Peptide661-2,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165.29,176.48,176.54,171.48,142.29,150.68,178.65,183.93,150.01,163.51,161.36,175.21,160.57,178.5,188.8,167.62,186.95,179.76,146,182.69,180.97,179.77,182.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249.01,241.65,225.09,222.17,213.29,215.37,212.05,203.44,204.23,203.8,210.21,206.53,200.42,204.14,202.09,194.56,203.1,202.06,205.75,202.93,208.77,205.55,211.94,213.47,,Peptide664-2,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213.83,210.71,201.38,210.42,175.42,203.66,201.39,205.59,197.27,204.95,192.77,196.58,197.65,197.75,194.56,195.79,199.02,199.79,202.59,204.31,199.1,199.32,208.5,210.94,,Peptide664-2,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264.07,208.09,237.49,215.83,225.69,205.99,210,205.98,205.6,191.14,199.9,197.69,198.17,189.47,199.42,196.65,201.97,201.68,199.2,194.67,196.8,194,202.33,200.93,,Peptide664-2,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202.66,215.07,203.38,211.96,200.53,200.2,200.4,193.18,198.08,205.3,197.49,192.97,202.81,196.95,204.12,200.39,194.26,198.74,194.36,199.74,196.12,201.35,203.71,204.74,,Peptide664-2,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259.86,205.75,231.63,194.44,216.65,190.36,210.98,189,206.62,190.84,206.92,186.36,203.57,192.52,197.76,202.55,201.56,199.73,200.08,194.97,202.47,196.63,197.96,203.44,,Peptide664-2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,BRDG1,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.22,213,209.94,204.64,198.09,193.67,202.13,189.49,198.93,198.26,201.05,197.01,196.22,192.94,192.32,200.34,199.33,197.44,195.59,195.2,199.7,197.73,200.65,203.43,,Peptide664-2,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,TXK,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209.35,249.22,201.62,219.25,200.68,205.67,197.87,204.35,195.99,192.04,198.61,196.98,194.36,191.97,198.61,194.66,199.86,191.05,199.8,198.61,201.46,195.34,201.02,191.64,,Peptide664-2,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,ABL1,SLA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.76,192,207.97,190.05,205.67,190.69,205.17,203.51,196.33,197.08,200.63,203.68,193.31,196.88,197.84,200.81,192.71,188.06,196.03,193.86,196.59,198.33,195.85,202.04,,Peptide664-2,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212.03,200.59,202.53,200.36,201.37,198.7,198.13,192.58,200.49,198.12,194.71,196.2,197.83,195.32,198.79,189.62,195.34,184.88,203.37,193.74,196.49,186.62,197.62,205.47,,Peptide664-2,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,GRB14,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.87,310.88,209.52,282.87,191.74,252.51,189.22,230.89,201.7,215.78,198.76,205.52,202.91,194.81,195.09,199.99,198.62,191.23,196.04,197.56,196.1,192.79,189.5,206.16,,Peptide664-2,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,FER,SHC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238.36,206.07,214.76,200.89,207.68,194.82,203.34,189.5,204.22,188.42,198.37,191.76,197.48,193.96,199.76,199.01,198.33,195.37,198.21,196.17,200.7,192.32,199.92,199.07,,Peptide664-2,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,GRB7,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260.19,227.22,209.5,212.43,217.56,205.12,208.01,193.25,199.22,198.2,200.16,197.91,198.7,198.06,193.73,196.95,198.56,199.29,193.08,201.65,197.82,193.85,203.08,196.22,,Peptide664-2,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,SH2D1B,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219.63,243.26,211.93,218.38,196.97,203.26,197.26,192.17,200.85,194.13,197.48,186.23,201.98,192.8,201.57,189.38,198.43,192.12,197.16,201.35,198.3,199.66,199.23,200.12,,Peptide664-2,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,CRKL,SHE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.59,191.85,215.95,206.01,198.35,195.46,201.55,201.5,197.29,200.59,191.15,197.9,193.1,191.8,192.26,194.6,197.15,201.46,197.58,194.43,193.9,196.26,200.03,195.61,,Peptide664-2,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,SH2D1A,SH2D3A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203.61,196.66,204.34,189.32,193.25,192.61,201.35,191.95,204.29,193.06,200.68,196.4,204.85,198.53,200.06,186.97,199.51,196.34,202.44,192.8,201.09,180.47,200.08,202.68,,Peptide664-2,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,SHF,TENC1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217.67,228.55,210.3,206.72,172.73,203.76,194.31,203.77,196.27,208.91,199.66,201.66,200.04,203.5,173.97,200.62,197.61,198.03,192.07,208.02,206.18,195.96,205.47,200.74,,Peptide664-2,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238.36,206.07,214.76,200.89,207.68,194.82,203.34,189.5,204.22,188.42,198.37,191.76,197.48,193.96,199.76,199.01,198.33,195.37,198.21,196.17,200.7,192.32,199.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249.3,242.39,221.31,220.92,216.03,212.27,209.15,204.92,205.74,204.94,198.87,194.91,199.73,195.78,204.52,201.45,204.57,197.13,199.68,198.28,203.13,193.72,207.09,209.38,,Peptide664-2,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211.15,214.45,202.96,200,181.23,200.97,197.04,207.78,197.65,196.97,189.93,198.43,198.76,193.29,198.04,193.28,196.25,198.91,201.65,197.88,196.21,196.85,198.85,207.74,,Peptide664-2,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272.76,209.99,239.98,210.29,219.12,202.69,210.55,208.46,206.17,197.44,199.98,196.41,202.9,186.28,197.21,197.83,199.77,195.77,197.26,191.61,198.78,197.26,200.53,194.95,,Peptide664-2,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
